name,fgm,fga,fg_pct,pts,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,min,season,player_id,pos,team,date,game_id,plus_minus,dd2,start
B. Beal,10,24,0.417,34,7,9,0.778,7,8,0.875,1,1,2,8,1,5,0,3,1,7,35.15,2019-20,203078,Guard,WAS,20200301,21900901,22,0,True
S. Napier,3,5,0.6,9,1,1,1.0,2,2,1.0,0,3,3,5,2,3,0,2,1,3,25.2,2019-20,203894,Guard,WAS,20200301,21900901,16,0,True
A. Wiggins,9,19,0.474,27,1,5,0.2,8,11,0.727,1,5,6,2,4,2,2,0,3,7,35.36,2019-20,203952,Forward,GSW,20200301,21900901,-31,0,True
D. Bender,4,12,0.333,8,0,3,0.0,0,0,0.0,6,4,10,0,2,0,0,1,5,1,19.25,2019-20,1627733,Forward,GSW,20200301,21900901,-6,0,True
M. Chriss,6,8,0.75,12,0,0,0.0,0,0,0.0,2,11,13,2,5,0,2,0,3,1,30.216666666666665,2019-20,1627737,Forward,GSW,20200301,21900901,-18,1,True
G. Payton II,1,2,0.5,2,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2.2,2019-20,1627780,Guard,WAS,20200301,21900901,-3,0,False
D. Lee,4,11,0.364,10,2,6,0.333,0,0,0.0,0,6,6,2,1,2,1,2,1,1,34.20666666666666,2019-20,1627814,Guard,GSW,20200301,21900901,-2,0,True
A. Pasecniks,1,1,1.0,3,0,0,0.0,1,2,0.5,0,1,1,0,0,0,0,0,2,2,10.633333333333333,2019-20,1628394,Center,WAS,20200301,21900901,10,0,False
T. Bryant,5,6,0.833,12,1,1,1.0,1,1,1.0,1,1,2,0,1,1,2,0,0,1,15.383333333333333,2019-20,1628418,Center,WAS,20200301,21900901,13,0,True
M. Mulder,6,10,0.6,17,3,7,0.429,2,3,0.667,0,2,2,1,0,1,1,0,5,2,31.183333333333334,2019-20,1628539,Guard,GSW,20200301,21900901,5,0,False
T. Brown Jr.,0,4,0.0,2,0,1,0.0,2,2,1.0,1,4,5,2,1,1,0,0,2,2,16.633333333333333,2019-20,1628972,Guard,WAS,20200301,21900901,-4,0,False
J. Robinson,2,5,0.4,6,0,2,0.0,2,2,1.0,0,3,3,0,1,0,0,0,3,2,21.7,2019-20,1629010,Guard,WAS,20200301,21900901,-12,0,False
M. Wagner,0,0,0.0,0,0,0,0.0,0,0,0.0,0,1,1,2,1,0,0,0,3,0,10.933333333333334,2019-20,1629021,Forward,WAS,20200301,21900901,-3,0,False
R. Hachimura,4,8,0.5,15,1,2,0.5,6,7,0.857,1,7,8,1,1,0,0,0,1,3,29.78333333333333,2019-20,1629060,Forward,WAS,20200301,21900901,12,0,True
I. Bonga,2,4,0.5,6,2,3,0.667,0,0,0.0,0,1,1,1,1,0,1,0,4,1,21.45,2019-20,1629067,Guard,WAS,20200301,21900901,15,0,True
J. Toscano-Anderson,1,6,0.167,2,0,2,0.0,0,0,0.0,2,3,5,5,3,2,1,2,4,0,28.633333333333333,2019-20,1629308,Forward,GSW,20200301,21900901,-8,0,True
E. Paschall,7,14,0.5,17,1,2,0.5,2,3,0.667,5,2,7,6,2,0,0,0,1,2,33.36666666666667,2019-20,1629672,Forward,GSW,20200301,21900901,-6,0,False
J. Poole,5,9,0.556,17,2,3,0.667,5,7,0.714,2,1,3,7,4,0,0,0,2,6,27.78333333333333,2019-20,1629673,Guard,GSW,20200301,21900901,-4,0,False
P. Millsap,6,9,0.667,18,0,0,0.0,6,9,0.667,7,2,9,3,2,0,0,1,5,5,25.973333333333333,2019-20,200794,Forward,DEN,20200303,21900913,-9,0,True
W. Barton,8,18,0.444,18,1,9,0.111,1,1,1.0,0,5,5,0,2,1,0,2,4,1,34.516666666666666,2019-20,203115,Guard,DEN,20200303,21900913,-9,0,True
M. Plumlee,7,8,0.875,16,0,0,0.0,2,4,0.5,5,4,9,2,1,0,0,0,3,4,13.87,2019-20,203486,Forward,DEN,20200303,21900913,-4,0,False
G. Harris,4,7,0.571,8,0,0,0.0,0,0,0.0,0,4,4,4,1,3,1,0,3,2,34.593333333333334,2019-20,203914,Guard,DEN,20200303,21900913,-10,0,True
J. Grant,1,4,0.25,3,1,2,0.5,0,2,0.0,1,3,4,1,1,0,1,0,3,3,22.92,2019-20,203924,Forward,DEN,20200303,21900913,-6,0,False
A. Wiggins,9,16,0.563,22,2,6,0.333,2,4,0.5,1,4,5,10,3,1,1,0,3,6,33.876666666666665,2019-20,203952,Forward,GSW,20200303,21900913,8,1,True
N. Jokic,7,15,0.467,16,0,1,0.0,2,2,1.0,4,9,13,7,5,1,2,0,2,2,32.31333333333333,2019-20,203999,Center,DEN,20200303,21900913,-10,1,True
C. Randle,0,1,0.0,0,0,1,0.0,0,0,0.0,0,1,1,1,0,0,0,0,1,0,12.106666666666667,2019-20,1626184,Guard,GSW,20200303,21900913,1,0,False
D. Bender,5,9,0.556,14,2,4,0.5,2,2,1.0,1,4,5,2,1,0,0,1,3,2,22.99333333333333,2019-20,1627733,Forward,GSW,20200303,21900913,4,0,False
M. Chriss,7,12,0.583,16,0,1,0.0,2,2,1.0,1,4,5,1,1,2,1,2,3,2,24.86,2019-20,1627737,Forward,GSW,20200303,21900913,12,0,True
J. Murray,3,14,0.214,14,0,6,0.0,8,8,1.0,1,5,6,3,1,1,0,0,2,5,37.72666666666667,2019-20,1627750,Guard,DEN,20200303,21900913,-9,0,True
D. Lee,1,9,0.111,4,1,6,0.167,1,2,0.5,0,3,3,3,1,3,0,0,3,3,33.39333333333333,2019-20,1627814,Guard,GSW,20200303,21900913,18,0,True
P. Dozier,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.9233333333333332,2019-20,1628408,Guard,DEN,20200303,21900913,-3,0,False
M. Morris,2,6,0.333,4,0,1,0.0,0,0,0.0,0,1,1,2,1,0,1,0,2,1,22.756666666666668,2019-20,1628420,Guard,DEN,20200303,21900913,-10,0,False
V. Cancar,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.9233333333333332,2019-20,1628427,Forward,DEN,20200303,21900913,-3,0,False
M. Mulder,5,11,0.455,15,5,10,0.5,0,0,0.0,1,2,3,3,2,0,0,0,4,1,34.78333333333333,2019-20,1628539,Guard,GSW,20200303,21900913,14,0,True
M. Porter Jr.,1,6,0.167,3,1,1,1.0,0,0,0.0,1,1,2,0,1,0,0,0,2,0,13.483333333333333,2019-20,1629008,Forward,DEN,20200303,21900913,-7,0,False
J. Toscano-Anderson,3,4,0.75,8,2,3,0.667,0,0,0.0,0,5,5,0,1,0,1,1,4,1,20.473333333333333,2019-20,1629308,Forward,GSW,20200303,21900913,16,0,True
E. Paschall,8,13,0.615,22,2,4,0.5,4,8,0.5,1,4,5,5,2,1,0,1,1,6,35.053333333333335,2019-20,1629672,Forward,GSW,20200303,21900913,7,0,False
J. Poole,4,7,0.571,15,4,6,0.667,3,4,0.75,0,3,3,6,0,1,0,0,1,5,22.46,2019-20,1629673,Guard,GSW,20200303,21900913,0,0,False
M. Conley,6,9,0.667,17,2,4,0.5,3,4,0.75,1,1,2,6,1,0,0,0,0,4,26.83333333333333,2019-20,201144,Guard,UTA,20200304,21900921,5,0,True
T. Gibson,1,2,0.5,2,0,0,0.0,0,0,0.0,0,1,1,0,2,0,0,0,1,0,13.8,2019-20,201959,Forward,NYK,20200304,21900921,-12,0,True
W. Ellington,1,6,0.167,3,1,5,0.2,0,0,0.0,0,3,3,4,0,0,0,0,2,0,25.066666666666663,2019-20,201961,Guard,NYK,20200304,21900921,0,0,False
B. Bogdanovic,7,15,0.467,23,3,8,0.375,6,7,0.857,0,4,4,1,0,0,1,1,1,4,33.233333333333334,2019-20,202711,Forward,UTA,20200304,21900921,14,0,True
M. Harkless,1,4,0.25,2,0,1,0.0,0,0,0.0,0,2,2,0,0,1,0,0,3,0,20.8,2019-20,203090,Forward,NYK,20200304,21900921,-13,0,True
R. Bullock,2,4,0.5,4,0,1,0.0,0,0,0.0,0,5,5,1,1,0,0,1,1,0,20.316666666666663,2019-20,203493,Guard,NYK,20200304,21900921,11,0,False
R. Gobert,7,8,0.875,18,0,0,0.0,4,5,0.8,4,10,14,1,1,0,2,0,4,3,34.4,2019-20,203497,Center,UTA,20200304,21900921,14,1,True
E. Payton,8,13,0.615,20,0,2,0.0,4,5,0.8,4,3,7,9,1,0,0,1,0,3,28.216666666666665,2019-20,203901,Guard,NYK,20200304,21900921,-3,0,True
J. Clarkson,2,6,0.333,7,1,4,0.25,2,3,0.667,0,0,0,1,2,2,0,0,1,1,20.65,2019-20,203903,Guard,UTA,20200304,21900921,10,0,False
J. Randle,12,21,0.571,32,2,3,0.667,6,8,0.75,4,7,11,0,3,0,0,1,3,9,32.18333333333333,2019-20,203944,Forward,NYK,20200304,21900921,-16,1,True
J. Ingles,3,4,0.75,8,1,2,0.5,1,2,0.5,0,5,5,6,3,1,0,0,2,1,29.666666666666668,2019-20,204060,Forward,UTA,20200304,21900921,7,0,False
E. Mudiay,1,2,0.5,2,0,1,0.0,0,0,0.0,0,1,1,0,1,0,0,0,2,1,3.95,2019-20,1626144,Guard,UTA,20200304,21900921,-9,0,False
B. Portis,8,15,0.533,21,3,4,0.75,2,2,1.0,1,3,4,0,1,1,0,0,2,2,30.25,2019-20,1626171,Forward,NYK,20200304,21900921,-5,0,False
R. O'Neale,1,8,0.125,3,1,7,0.143,0,0,0.0,0,4,4,3,1,0,0,0,2,1,28.98333333333333,2019-20,1626220,Forward,UTA,20200304,21900921,6,0,True
G. Niang,1,2,0.5,3,1,2,0.5,0,0,0.0,0,1,1,0,0,0,0,0,1,0,11.733333333333333,2019-20,1627777,Forward,UTA,20200304,21900921,-4,0,False
F. Ntilikina,2,3,0.667,4,0,0,0.0,0,0,0.0,0,0,0,2,0,0,0,0,0,2,19.78333333333333,2019-20,1628373,Guard,NYK,20200304,21900921,-5,0,False
D. Mitchell,9,21,0.429,23,1,7,0.143,4,4,1.0,0,1,1,8,2,2,0,0,2,3,33.78333333333333,2019-20,1628378,Guard,UTA,20200304,21900921,13,0,True
T. Bradley,4,4,1.0,8,0,0,0.0,0,0,0.0,1,4,5,0,0,0,2,0,4,0,13.6,2019-20,1628396,Center,UTA,20200304,21900921,-6,0,False
K. Knox II,1,5,0.2,2,0,2,0.0,0,0,0.0,1,4,5,2,3,0,1,1,2,1,19.916666666666668,2019-20,1628995,Forward,NYK,20200304,21900921,4,0,False
R. Barrett,5,12,0.417,14,1,2,0.5,3,3,1.0,1,3,4,5,2,1,0,1,4,3,29.666666666666668,2019-20,1629628,Forward,NYK,20200304,21900921,-1,0,True
M. Oni,0,2,0.0,0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1.5833333333333333,2019-20,1629671,Guard,UTA,20200304,21900921,-5,0,False
J. Brantley,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1.5833333333333333,2019-20,1629714,Forward,UTA,20200304,21900921,-5,0,False
V. Carter,2,5,0.4,5,1,2,0.5,0,0,0.0,0,1,1,0,0,0,0,0,4,0,12.658333333333331,2019-20,1713,Guard,ATL,20200311,21900969,6,0,False
J. Teague,5,7,0.714,15,1,1,1.0,4,4,1.0,1,2,3,3,2,0,0,1,2,4,18.316666666666663,2019-20,201952,Guard,ATL,20200311,21900969,-3,0,False
T. Gibson,4,6,0.667,9,1,2,0.5,0,0,0.0,0,3,3,1,0,2,3,0,2,0,19.6,2019-20,201959,Forward,NYK,20200311,21900969,7,0,True
W. Ellington,0,3,0.0,0,0,3,0.0,0,0,0.0,0,2,2,2,0,0,0,0,1,0,9.383333333333333,2019-20,201961,Guard,NYK,20200311,21900969,1,0,False
M. Harkless,6,13,0.462,14,0,4,0.0,2,3,0.667,1,5,6,6,1,1,0,0,3,2,40.88333333333333,2019-20,203090,Forward,NYK,20200311,21900969,10,0,True
D. Dedmon,3,8,0.375,6,0,3,0.0,0,0,0.0,4,9,13,1,1,1,0,1,3,1,27.52166666666667,2019-20,203473,Center,ATL,20200311,21900969,-11,0,True
E. Payton,4,8,0.5,11,0,0,0.0,3,4,0.75,0,5,5,12,5,4,1,2,1,3,34.61666666666667,2019-20,203901,Guard,NYK,20200311,21900969,11,1,True
J. Randle,13,22,0.591,33,3,6,0.5,4,4,1.0,0,11,11,3,3,1,1,0,5,2,38.38333333333333,2019-20,203944,Forward,NYK,20200311,21900969,8,1,True
B. Portis,3,7,0.429,7,1,2,0.5,0,0,0.0,0,2,2,2,1,0,1,0,1,0,16.966666666666665,2019-20,1626171,Forward,NYK,20200311,21900969,-6,0,False
T. Graham,2,4,0.5,5,1,3,0.333,0,0,0.0,1,2,3,2,1,0,0,0,4,0,11.981666666666667,2019-20,1626203,Guard,ATL,20200311,21900969,6,0,False
F. Ntilikina,1,7,0.143,8,1,3,0.333,5,6,0.833,1,3,4,2,0,1,0,0,4,4,23.27166666666667,2019-20,1628373,Guard,NYK,20200311,21900969,-10,0,False
J. Collins,9,20,0.45,22,1,6,0.167,3,4,0.75,4,11,15,0,3,2,1,2,2,3,41.11666666666667,2019-20,1628381,Forward,ATL,20200311,21900969,-6,1,True
B. Fernando,1,3,0.333,2,0,0,0.0,0,1,0.0,1,1,2,1,0,0,0,1,0,3,15.4,2019-20,1628981,Forward,ATL,20200311,21900969,-2,0,False
K. Huerter,4,9,0.444,8,0,4,0.0,0,0,0.0,0,2,2,7,0,1,1,1,3,0,29.72833333333333,2019-20,1628989,Guard,ATL,20200311,21900969,-4,0,True
K. Knox II,3,7,0.429,12,3,3,1.0,3,4,0.75,0,3,3,0,0,2,0,1,2,3,16.35,2019-20,1628995,Forward,NYK,20200311,21900969,-4,0,False
M. Robinson,7,7,1.0,16,0,0,0.0,2,7,0.286,4,2,6,0,0,1,2,0,3,4,26.161666666666665,2019-20,1629011,Center,NYK,20200311,21900969,5,0,False
T. Young,12,25,0.48,42,6,12,0.5,12,15,0.8,2,0,2,11,6,0,0,1,3,9,37.751666666666665,2019-20,1629027,Guard,ATL,20200311,21900969,-4,1,True
R. Barrett,9,14,0.643,26,2,5,0.4,6,6,1.0,0,5,5,4,2,2,1,0,1,7,39.38333333333333,2019-20,1629628,Forward,NYK,20200311,21900969,3,0,True
C. Reddish,5,13,0.385,11,1,5,0.2,0,0,0.0,0,6,6,0,3,2,1,1,2,0,34.31666666666667,2019-20,1629629,Forward,ATL,20200311,21900969,3,0,False
D. Hunter,5,12,0.417,15,3,5,0.6,2,2,1.0,2,4,6,1,1,0,0,1,2,3,36.208333333333336,2019-20,1629631,Forward,ATL,20200311,21900969,-10,0,True
J. Redick,7,15,0.467,21,3,8,0.375,4,4,1.0,1,3,4,3,3,0,0,0,1,3,26.086666666666662,2019-20,200755,Guard,NOP,20200730,21901231,8,0,False
M. Conley,7,16,0.438,20,2,7,0.286,4,4,1.0,1,0,1,4,2,1,1,0,2,4,33.95,2019-20,201144,Guard,UTA,20200730,21901231,12,0,True
J. Holiday,9,18,0.5,20,2,5,0.4,0,0,0.0,2,3,5,4,6,3,1,0,4,3,36.49,2019-20,201950,Guard,NOP,20200730,21901231,-13,0,True
D. Favors,1,3,0.333,2,0,0,0.0,0,0,0.0,2,6,8,1,2,3,0,2,2,0,28.45,2019-20,202324,Forward,NOP,20200730,21901231,-9,0,True
E. Moore,3,7,0.429,8,2,3,0.667,0,0,0.0,1,2,3,1,0,1,0,0,0,0,13.666666666666666,2019-20,202734,Guard,NOP,20200730,21901231,3,0,False
R. Gobert,5,9,0.556,14,0,0,0.0,4,5,0.8,2,10,12,0,3,0,3,1,3,5,33.7,2019-20,203497,Center,UTA,20200730,21901231,8,1,True
J. Clarkson,8,17,0.471,23,1,8,0.125,6,7,0.857,0,5,5,3,2,2,0,0,1,5,32.21666666666667,2019-20,203903,Guard,UTA,20200730,21901231,-15,0,False
J. Ingles,4,7,0.571,13,1,3,0.333,4,5,0.8,1,2,3,2,5,2,0,0,4,3,31.9,2019-20,204060,Forward,UTA,20200730,21901231,11,0,True
E. Mudiay,0,2,0.0,0,0,2,0.0,0,0,0.0,0,1,1,0,1,0,0,0,2,0,10.333333333333334,2019-20,1626144,Guard,UTA,20200730,21901231,-9,0,False
R. O'Neale,5,11,0.455,12,2,7,0.286,0,0,0.0,0,9,9,3,4,2,0,0,4,2,34.53333333333333,2019-20,1626220,Forward,UTA,20200730,21901231,6,0,True
B. Ingram,7,20,0.35,23,2,8,0.25,7,8,0.875,1,7,8,0,1,0,1,1,3,5,32.93333333333333,2019-20,1627742,Forward,NOP,20200730,21901231,-1,0,True
G. Niang,0,6,0.0,0,0,3,0.0,0,0,0.0,2,0,2,0,0,0,0,0,2,0,13.466666666666669,2019-20,1627777,Forward,UTA,20200730,21901231,-4,0,False
L. Ball,2,13,0.154,4,0,4,0.0,0,2,0.0,2,4,6,7,3,2,0,1,4,6,27.48333333333333,2019-20,1628366,Guard,NOP,20200730,21901231,-8,0,True
D. Mitchell,6,14,0.429,20,2,4,0.5,6,7,0.857,3,2,5,5,2,3,1,1,3,6,35.6,2019-20,1628378,Guard,UTA,20200730,21901231,7,0,True
T. Bradley,2,2,1.0,4,0,0,0.0,0,0,0.0,3,2,5,0,1,1,1,0,2,0,14.3,2019-20,1628396,Center,UTA,20200730,21901231,-6,0,False
F. Jackson,0,0,0.0,0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,0,3.826666666666666,2019-20,1628402,Guard,NOP,20200730,21901231,2,0,False
J. Hart,4,7,0.571,10,2,3,0.667,0,1,0.0,1,2,3,1,1,0,0,1,3,2,22.01333333333333,2019-20,1628404,Guard,NOP,20200730,21901231,9,0,False
Z. Williamson,6,8,0.75,13,0,0,0.0,1,1,1.0,0,0,0,1,2,0,0,1,3,1,15.166666666666666,2019-20,1629627,Forward,NOP,20200730,21901231,-16,0,True
J. Hayes,1,2,0.5,3,0,0,0.0,1,2,0.5,5,2,7,1,1,0,0,0,2,2,19.55,2019-20,1629637,Center,NOP,20200730,21901231,7,0,False
N. Melli,0,1,0.0,0,0,0,0.0,0,0,0.0,0,0,0,2,1,3,0,0,3,1,14.333333333333334,2019-20,1629740,Forward,NOP,20200730,21901231,8,0,False
L. James,6,19,0.316,16,2,7,0.286,2,2,1.0,2,9,11,7,5,1,1,3,3,2,34.3,2019-20,2544,Forward,LAL,20200730,21901232,-4,1,True
D. Howard,0,0,0.0,1,0,0,0.0,1,4,0.25,2,1,3,2,1,1,0,0,5,3,12.516666666666667,2019-20,2730,Center,LAL,20200730,21901232,5,0,False
J. Smith,0,1,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,7.85,2019-20,2747,Guard,LAL,20200730,21901232,-7,0,False
J. Noah,0,0,0.0,1,0,0,0.0,1,2,0.5,2,2,4,1,0,0,1,0,4,1,10.368333333333334,2019-20,201149,Forward,LAC,20200730,21901232,-12,0,False
J. McGee,3,4,0.75,6,0,0,0.0,0,0,0.0,4,3,7,0,0,2,0,0,3,0,11.433333333333334,2019-20,201580,Center,LAL,20200730,21901232,-7,0,True
P. Beverley,3,7,0.429,12,2,3,0.667,4,5,0.8,0,1,1,1,2,0,0,2,4,2,16.096666666666668,2019-20,201976,Guard,LAC,20200730,21901232,-9,0,False
D. Green,2,6,0.333,6,2,6,0.333,0,0,0.0,0,1,1,0,4,0,0,0,3,2,25.186666666666667,2019-20,201980,Guard,LAL,20200730,21901232,-17,0,True
P. George,11,17,0.647,30,6,11,0.545,2,4,0.5,0,5,5,3,5,3,0,0,5,4,34.431666666666665,2019-20,202331,Forward,LAC,20200730,21901232,0,0,True
P. Patterson,2,2,1.0,5,1,1,1.0,0,0,0.0,0,4,4,2,0,0,0,0,1,0,21.80333333333333,2019-20,202335,Forward,LAC,20200730,21901232,0,0,False
M. Morris,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,3.1,2019-20,202693,Forward,LAL,20200730,21901232,-1,0,False
M. Morris Sr.,0,4,0.0,0,0,3,0.0,0,0,0.0,0,3,3,1,2,0,0,0,4,0,18.67333333333333,2019-20,202694,Forward,LAC,20200730,21901232,10,0,True
K. Leonard,7,16,0.438,28,3,4,0.75,11,13,0.846,0,3,3,4,3,2,2,0,2,9,33.15,2019-20,202695,Forward,LAC,20200730,21901232,16,0,True
R. Jackson,3,10,0.3,10,1,4,0.25,3,4,0.75,1,5,6,4,4,0,0,1,1,5,34.016666666666666,2019-20,202704,Guard,LAC,20200730,21901232,9,0,True
A. Davis,8,19,0.421,34,2,5,0.4,16,17,0.941,2,6,8,4,4,0,0,2,4,12,35.483333333333334,2019-20,203076,Forward,LAL,20200730,21901232,-3,0,True
D. Waiters,5,10,0.5,11,1,6,0.167,0,0,0.0,0,3,3,2,0,0,1,0,2,0,21.116666666666667,2019-20,203079,Guard,LAL,20200730,21901232,17,0,False
J. Green,3,6,0.5,8,2,4,0.5,0,0,0.0,0,4,4,0,0,0,1,0,5,1,28.711666666666662,2019-20,203210,Forward,LAC,20200730,21901232,2,0,False
K. Caldwell-Pope,2,8,0.25,6,0,3,0.0,2,3,0.667,0,1,1,2,1,1,0,0,3,3,29.46333333333333,2019-20,203484,Guard,LAL,20200730,21901232,6,0,True
I. Zubac,1,3,0.333,2,0,0,0.0,0,0,0.0,1,2,3,1,2,1,1,0,4,5,15.333333333333334,2019-20,1627826,Center,LAC,20200730,21901232,-5,0,True
A. Caruso,2,7,0.286,7,0,2,0.0,3,6,0.5,1,3,4,2,0,1,0,0,1,4,27.83333333333333,2019-20,1627936,Guard,LAL,20200730,21901232,9,0,False
K. Kuzma,4,8,0.5,16,4,7,0.571,4,5,0.8,0,7,7,2,1,0,1,0,2,4,31.716666666666665,2019-20,1628398,Forward,LAL,20200730,21901232,12,0,False
L. Shamet,1,8,0.125,2,0,5,0.0,0,0,0.0,0,3,3,0,2,0,0,0,0,0,22.095,2019-20,1629013,Guard,LAC,20200730,21901232,-19,0,False
A. Coffey,1,1,1.0,3,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,5.32,2019-20,1629599,Guard,LAC,20200730,21901232,-2,0,False
D. Augustin,5,9,0.556,11,1,3,0.333,0,0,0.0,0,1,1,3,2,0,0,1,1,3,26.35,2019-20,201571,Guard,ORL,20200731,21901233,4,0,True
G. Temple,1,5,0.2,3,1,2,0.5,0,0,0.0,0,3,3,1,3,0,0,0,0,3,23.35,2019-20,202066,Guard,BKN,20200731,21901233,-14,0,False
L. Thomas,2,4,0.5,6,1,2,0.5,1,1,1.0,0,2,2,1,1,0,0,0,3,2,17.916666666666668,2019-20,202498,Forward,BKN,20200731,21901233,-21,0,True
N. Vucevic,8,12,0.667,22,1,4,0.25,5,5,1.0,0,7,7,5,2,0,0,0,2,3,27.0,2019-20,202696,Center,ORL,20200731,21901233,20,0,True
T. Ross,3,8,0.375,8,1,6,0.167,1,1,1.0,0,3,3,1,0,1,0,0,1,0,23.03333333333333,2019-20,203082,Guard,ORL,20200731,21901233,7,0,False
E. Fournier,10,15,0.667,24,3,6,0.5,1,1,1.0,0,1,1,5,1,0,1,0,1,2,24.716666666666665,2019-20,203095,Guard,ORL,20200731,21901233,26,0,True
M. Carter-Williams,2,9,0.222,6,1,3,0.333,1,1,1.0,1,0,1,2,1,1,0,0,6,1,21.65,2019-20,203487,Guard,ORL,20200731,21901233,6,0,False
J. Ennis III,2,2,1.0,8,1,1,1.0,3,4,0.75,0,3,3,2,1,1,0,0,2,2,24.966666666666665,2019-20,203516,Forward,ORL,20200731,21901233,3,0,True
K. Birch,3,6,0.5,12,0,0,0.0,6,6,1.0,2,2,4,5,1,1,2,0,3,3,16.666666666666668,2019-20,203920,Center,ORL,20200731,21901233,2,0,False
J. Harris,6,11,0.545,14,2,6,0.333,0,1,0.0,0,4,4,2,2,1,0,0,2,1,29.03333333333333,2019-20,203925,Guard,BKN,20200731,21901233,-14,0,True
A. Gordon,2,5,0.4,10,0,1,0.0,6,8,0.75,0,11,11,2,1,0,0,0,1,7,26.0,2019-20,203932,Forward,ORL,20200731,21901233,24,1,True
T. Johnson,2,8,0.25,11,1,4,0.25,6,6,1.0,1,1,2,4,0,0,0,1,3,3,18.616666666666667,2019-20,204020,Guard,BKN,20200731,21901233,-7,0,False
J. Anderson,0,2,0.0,0,0,2,0.0,0,0,0.0,1,2,3,4,1,0,1,0,0,1,9.6,2019-20,1626147,Forward,BKN,20200731,21901233,17,0,False
C. LeVert,7,17,0.412,17,0,4,0.0,3,4,0.75,2,0,2,7,4,1,0,1,0,5,27.825,2019-20,1627747,Guard,BKN,20200731,21901233,-26,0,True
T. Luwawu-Cabarrot,8,12,0.667,24,5,8,0.625,3,4,0.75,0,4,4,0,0,1,0,1,3,2,21.55,2019-20,1627789,Guard,BKN,20200731,21901233,14,0,False
M. Fultz,4,9,0.444,8,0,0,0.0,0,0,0.0,1,1,2,6,2,1,0,1,4,1,18.95,2019-20,1628365,Guard,ORL,20200731,21901233,-4,0,False
J. Isaac,6,7,0.857,16,2,2,1.0,2,2,1.0,1,5,6,0,0,1,0,0,2,3,16.483333333333334,2019-20,1628371,Forward,ORL,20200731,21901233,3,0,False
J. Allen,7,9,0.778,14,0,0,0.0,0,0,0.0,2,3,5,3,0,0,0,0,4,0,26.883333333333333,2019-20,1628386,Center,BKN,20200731,21901233,-24,0,True
M. Bamba,0,3,0.0,0,0,3,0.0,0,0,0.0,1,1,2,0,0,1,0,0,0,0,4.333333333333333,2019-20,1628964,Center,ORL,20200731,21901233,-12,0,False
M. Frazier Jr.,0,0,0.0,0,0,0,0.0,0,0,0.0,0,1,1,0,0,1,0,0,0,0,4.333333333333333,2019-20,1628982,Guard,ORL,20200731,21901233,-12,0,False
D. Musa,2,2,1.0,5,1,1,1.0,0,0,0.0,0,2,2,1,2,0,0,0,1,0,9.6,2019-20,1629058,Guard,BKN,20200731,21901233,17,0,False
R. Kurucs,2,4,0.5,7,1,3,0.333,2,2,1.0,1,5,6,2,0,0,0,0,5,1,16.266666666666666,2019-20,1629066,Forward,BKN,20200731,21901233,-5,0,False
G. Clark,1,2,0.5,3,1,2,0.5,0,0,0.0,0,0,0,0,1,0,0,0,0,0,5.516666666666667,2019-20,1629109,Forward,ORL,20200731,21901233,-17,0,False
C. Chiozza,1,6,0.167,2,0,5,0.0,0,0,0.0,1,0,1,3,0,0,0,0,2,0,17.383333333333333,2019-20,1629185,Guard,BKN,20200731,21901233,-22,0,True
J. Martin,3,8,0.375,7,1,5,0.2,0,0,0.0,0,2,2,2,1,1,0,0,1,2,9.533333333333331,2019-20,1629725,Guard,BKN,20200731,21901233,17,0,False
D. Hall,3,3,1.0,8,0,0,0.0,2,5,0.4,2,1,3,0,0,0,1,0,1,3,12.441666666666666,2019-20,1629743,Center,BKN,20200731,21901233,18,0,False
R. Rubio,3,7,0.429,15,1,3,0.333,8,8,1.0,0,1,1,9,3,3,0,0,4,6,29.11833333333333,2019-20,201937,Guard,PHX,20200731,21901235,-8,0,True
I. Smith,8,18,0.444,17,1,2,0.5,0,0,0.0,0,4,4,7,3,0,0,2,2,1,26.933333333333334,2019-20,202397,Guard,WAS,20200731,21901235,-3,0,False
S. Napier,4,13,0.308,12,1,5,0.2,3,3,1.0,0,3,3,3,4,1,1,0,2,3,26.616666666666667,2019-20,203894,Guard,WAS,20200731,21901235,-14,0,True
D. Saric,4,6,0.667,16,2,3,0.667,6,6,1.0,0,6,6,3,4,1,0,0,4,4,27.23333333333333,2019-20,203967,Forward,PHX,20200731,21901235,-2,0,False
