team,date,matchup,wl,min,pts,team_id,game_id,season,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,plus_minus,bubble,sample
LAL,2019-10-29,LAL vs. MEM,W,241,120,1610612747,0021900054,2019-20,40,86,0.465,7,26,0.269,33,39,0.846,10,44,54,25,9,8,18,19,29.0,False,True
LAL,2019-10-27,LAL vs. CHA,W,239,120,1610612747,0021900040,2019-20,49,93,0.527,11,31,0.355,11,14,0.786,10,37,47,30,7,8,13,22,19.0,False,False
LAL,2019-10-25,LAL vs. UTA,W,239,95,1610612747,0021900025,2019-20,34,86,0.395,8,26,0.308,19,24,0.792,11,31,42,19,14,9,14,21,9.0,False,False
LAL,2019-10-22,LAL @ LAC,L,238,102,1610612747,0021900002,2019-20,37,85,0.435,13,33,0.394,15,21,0.714,9,32,41,20,4,7,14,24,-10.0,False,True
SAS,2020-08-13,SAS @ UTA,L,239,112,1610612759,0021901314,2019-20,39,79,0.494,10,20,0.5,24,36,0.667,9,35,44,24,4,8,15,20,-6.0,True,True
SAS,2020-08-11,SAS vs. HOU,W,240,123,1610612759,0021901298,2019-20,46,93,0.495,13,32,0.406,18,20,0.9,9,50,59,28,10,5,22,20,18.0,True,True
SAS,2020-08-09,SAS @ NOP,W,241,122,1610612759,0021901287,2019-20,40,89,0.449,11,28,0.393,31,32,0.969,15,36,51,22,12,6,17,27,9.0,True,True
SAS,2020-08-07,SAS vs. UTA,W,240,119,1610612759,0021901274,2019-20,45,89,0.506,9,22,0.409,20,26,0.769,8,39,47,27,10,5,13,18,8.0,True,True
SAS,2020-08-05,SAS vs. DEN,L,239,126,1610612759,0021901264,2019-20,46,93,0.495,11,30,0.367,23,27,0.852,10,25,35,29,10,5,7,20,-6.0,True,True
SAS,2020-08-03,SAS @ PHI,L,240,130,1610612759,0021901254,2019-20,46,93,0.495,12,26,0.462,26,29,0.897,13,31,44,21,7,6,14,23,-2.0,True,True
SAS,2020-08-02,SAS @ MEM,W,241,108,1610612759,0021901246,2019-20,36,86,0.419,12,29,0.414,24,33,0.727,12,37,49,22,5,6,16,20,2.0,True,False
SAS,2020-07-31,SAS vs. SAC,W,240,129,1610612759,0021901237,2019-20,48,90,0.533,11,25,0.44,22,27,0.815,9,33,42,32,6,4,15,17,9.0,True,False
SAS,2020-03-10,SAS vs. DAL,W,239,119,1610612759,0021900965,2019-20,46,89,0.517,15,32,0.469,12,15,0.8,6,34,40,32,11,10,11,15,10.0,False,False
SAS,2020-03-08,SAS @ CLE,L,265,129,1610612759,0021900954,2019-20,43,98,0.439,10,26,0.385,33,36,0.917,6,38,44,20,15,6,9,34,-3.0,False,False
SAS,2020-03-06,SAS @ BKN,L,239,120,1610612759,0021900931,2019-20,43,92,0.467,10,34,0.294,24,27,0.889,2,36,38,25,3,5,6,20,-19.0,False,False
SAS,2020-03-03,SAS @ CHA,W,240,104,1610612759,0021900909,2019-20,38,80,0.475,11,32,0.344,17,20,0.85,6,27,33,25,12,5,10,16,1.0,False,False
SAS,2020-03-02,SAS vs. IND,L,240,111,1610612759,0021900908,2019-20,40,77,0.519,16,32,0.5,15,19,0.789,3,30,33,21,6,5,14,19,-5.0,False,False
SAS,2020-02-29,SAS vs. ORL,W,240,114,1610612759,0021900893,2019-20,44,84,0.524,14,31,0.452,12,16,0.75,4,27,31,28,11,5,17,20,1.0,False,False
SAS,2020-02-26,SAS vs. DAL,L,239,103,1610612759,0021900869,2019-20,39,92,0.424,11,33,0.333,14,19,0.737,13,42,55,22,8,7,15,21,-6.0,False,False
SAS,2020-02-23,SAS @ OKC,L,239,103,1610612759,0021900846,2019-20,38,103,0.369,11,38,0.289,16,19,0.842,14,29,43,27,5,1,9,23,-28.0,False,False
SAS,2020-02-21,SAS @ UTA,W,239,113,1610612759,0021900832,2019-20,40,91,0.44,10,20,0.5,23,26,0.885,7,41,48,22,12,7,6,20,9.0,False,False
SAS,2020-02-11,SAS @ OKC,W,241,114,1610612759,0021900805,2019-20,41,84,0.488,7,25,0.28,25,27,0.926,7,39,46,20,9,7,11,19,8.0,False,False
SAS,2020-02-10,SAS @ DEN,L,243,120,1610612759,0021900799,2019-20,41,85,0.482,16,32,0.5,22,25,0.88,9,27,36,33,7,1,10,17,-7.0,False,False
SAS,2020-02-08,SAS @ SAC,L,242,102,1610612759,0021900785,2019-20,41,81,0.506,7,24,0.292,13,18,0.722,8,33,41,23,7,4,14,22,-20.0,False,False
SAS,2020-02-06,SAS @ POR,L,240,117,1610612759,0021900767,2019-20,41,92,0.446,10,28,0.357,25,28,0.893,8,31,39,25,9,3,4,10,-8.0,False,False
SAS,2020-02-04,SAS @ LAL,L,239,102,1610612759,0021900754,2019-20,40,91,0.44,13,27,0.481,9,15,0.6,7,21,28,21,6,2,6,16,-27.0,False,False
SAS,2020-02-03,SAS @ LAC,L,240,105,1610612759,0021900750,2019-20,40,95,0.421,12,37,0.324,13,16,0.813,6,40,46,21,5,9,6,20,-3.0,False,False
SAS,2020-02-01,SAS vs. CHA,W,240,114,1610612759,0021900734,2019-20,45,87,0.517,10,28,0.357,14,21,0.667,7,37,44,27,13,2,10,14,24.0,False,False
SAS,2020-01-29,SAS vs. UTA,W,239,127,1610612759,0021900711,2019-20,46,82,0.561,8,31,0.258,27,30,0.9,4,31,35,23,5,2,9,27,7.0,False,False
SAS,2020-01-27,SAS @ CHI,L,240,109,1610612759,0021900695,2019-20,38,82,0.463,10,25,0.4,23,34,0.676,12,35,47,21,2,6,11,12,-1.0,False,False
SAS,2020-01-26,SAS vs. TOR,L,240,106,1610612759,0021900686,2019-20,34,82,0.415,16,37,0.432,22,24,0.917,7,41,48,27,5,8,16,15,-4.0,False,False
SAS,2020-01-24,SAS vs. PHX,L,239,99,1610612759,0021900678,2019-20,33,78,0.423,5,25,0.2,28,33,0.848,10,33,43,19,9,8,14,22,-4.0,False,False
SAS,2020-01-22,SAS @ NOP,W,238,121,1610612759,0021900663,2019-20,45,89,0.506,11,27,0.407,20,25,0.8,9,35,44,17,7,4,11,23,4.0,False,False
SAS,2020-01-20,SAS @ PHX,W,241,120,1610612759,0021900650,2019-20,43,87,0.494,17,31,0.548,17,22,0.773,6,25,31,30,12,7,8,23,2.0,False,False
SAS,2020-01-19,SAS vs. MIA,W,241,107,1610612759,0021900637,2019-20,36,85,0.424,12,33,0.364,23,24,0.958,9,34,43,27,5,4,11,18,5.0,False,False
SAS,2020-01-17,SAS vs. ATL,L,241,120,1610612759,0021900624,2019-20,45,98,0.459,8,29,0.276,22,23,0.957,14,34,48,28,12,6,15,27,-1.0,False,False
SAS,2020-01-15,SAS @ MIA,L,241,100,1610612759,0021900606,2019-20,39,89,0.438,10,33,0.303,12,15,0.8,6,35,41,22,8,4,8,17,-6.0,False,False
SAS,2020-01-12,SAS @ TOR,W,242,105,1610612759,0021900587,2019-20,38,87,0.437,7,32,0.219,22,30,0.733,9,42,51,24,6,5,11,11,1.0,False,False
SAS,2020-01-10,SAS @ MEM,L,241,121,1610612759,0021900571,2019-20,42,87,0.483,17,40,0.425,20,23,0.87,5,32,37,29,3,6,11,17,-13.0,False,False
SAS,2020-01-08,SAS @ BOS,W,239,129,1610612759,0021900554,2019-20,48,87,0.552,9,29,0.31,24,26,0.923,8,41,49,28,9,6,14,25,15.0,False,False
SAS,2020-01-06,SAS vs. MIL,W,242,126,1610612759,0021900546,2019-20,45,88,0.511,19,35,0.543,17,19,0.895,10,44,54,23,4,2,11,16,22.0,False,True
SAS,2020-01-04,SAS @ MIL,L,241,118,1610612759,0021900531,2019-20,38,92,0.413,11,32,0.344,31,34,0.912,11,39,50,20,7,0,8,20,-9.0,False,False
SAS,2020-01-02,SAS vs. OKC,L,239,103,1610612759,0021900514,2019-20,40,92,0.435,13,31,0.419,10,12,0.833,14,31,45,22,1,8,8,22,-6.0,False,False
SAS,2019-12-31,SAS vs. GSW,W,264,117,1610612759,0021900502,2019-20,45,96,0.469,14,31,0.452,13,17,0.765,10,43,53,30,6,6,10,18,4.0,False,False
SAS,2019-12-28,SAS vs. DET,W,240,136,1610612759,0021900481,2019-20,53,93,0.57,18,35,0.514,12,15,0.8,7,44,51,30,8,7,11,20,27.0,False,False
SAS,2019-12-26,SAS @ DAL,L,241,98,1610612759,0021900463,2019-20,40,83,0.482,8,29,0.276,10,15,0.667,5,40,45,18,9,7,13,16,-4.0,False,False
SAS,2019-12-23,SAS @ MEM,W,242,145,1610612759,0021900450,2019-20,60,89,0.674,15,24,0.625,10,14,0.714,4,42,46,36,9,4,12,14,30.0,False,False
SAS,2019-12-21,SAS vs. LAC,L,241,109,1610612759,0021900436,2019-20,42,82,0.512,10,28,0.357,15,19,0.789,4,32,36,24,5,8,18,20,-25.0,False,False
SAS,2019-12-19,SAS vs. BKN,W,242,118,1610612759,0021900418,2019-20,43,96,0.448,13,33,0.394,19,23,0.826,13,34,47,26,10,8,11,19,13.0,False,False
SAS,2019-12-16,SAS @ HOU,L,241,107,1610612759,0021900396,2019-20,39,91,0.429,12,33,0.364,17,20,0.85,8,45,53,23,5,4,18,22,-2.0,False,True
SAS,2019-12-14,SAS @ PHX,W,266,121,1610612759,0021900380,2019-20,44,106,0.415,8,30,0.267,25,34,0.735,10,52,62,23,6,9,11,22,2.0,False,False
SAS,2019-12-12,SAS vs. CLE,L,265,109,1610612759,0021900368,2019-20,42,86,0.488,5,16,0.313,20,25,0.8,2,34,36,19,11,7,12,21,-8.0,False,False
SAS,2019-12-06,SAS vs. SAC,W,265,105,1610612759,0021900328,2019-20,41,96,0.427,11,32,0.344,12,17,0.706,13,39,52,25,10,5,16,16,1.0,False,False
SAS,2019-12-03,SAS vs. HOU,W,291,135,1610612759,0021900303,2019-20,50,106,0.472,13,30,0.433,22,32,0.688,12,44,56,35,10,8,20,27,2.0,False,False
SAS,2019-12-01,SAS @ DET,L,240,98,1610612759,0021900288,2019-20,36,88,0.409,7,26,0.269,19,22,0.864,7,24,31,20,11,6,8,15,-34.0,False,False
SAS,2019-11-29,SAS vs. LAC,W,240,107,1610612759,0021900276,2019-20,40,93,0.43,14,36,0.389,13,14,0.929,8,40,48,28,8,8,9,15,10.0,False,True
SAS,2019-11-27,SAS vs. MIN,L,239,101,1610612759,0021900262,2019-20,41,97,0.423,5,29,0.172,14,17,0.824,8,38,46,25,4,8,6,18,-12.0,False,False
SAS,2019-11-25,SAS vs. LAL,L,239,104,1610612759,0021900249,2019-20,41,88,0.466,10,25,0.4,12,15,0.8,9,32,41,23,4,5,13,22,-10.0,False,False
SAS,2019-11-23,SAS @ NYK,W,239,111,1610612759,0021900229,2019-20,40,75,0.533,12,23,0.522,19,28,0.679,9,38,47,26,7,3,22,17,7.0,False,False
SAS,2019-11-22,SAS @ PHI,L,238,104,1610612759,0021900218,2019-20,43,85,0.506,6,18,0.333,12,16,0.75,3,29,32,21,6,3,11,15,-11.0,False,False
SAS,2019-11-20,SAS @ WAS,L,239,132,1610612759,0021900203,2019-20,49,93,0.527,12,32,0.375,22,29,0.759,12,29,41,32,8,8,12,13,-6.0,False,False
SAS,2019-11-18,SAS @ DAL,L,240,110,1610612759,0021900194,2019-20,44,96,0.458,8,24,0.333,14,16,0.875,17,31,48,18,6,2,9,18,-7.0,False,False
SAS,2019-11-16,SAS vs. POR,L,241,116,1610612759,0021900181,2019-20,41,88,0.466,5,18,0.278,29,34,0.853,7,36,43,25,8,7,10,17,-5.0,False,False
SAS,2019-11-15,SAS @ ORL,L,240,109,1610612759,0021900168,2019-20,45,89,0.506,13,26,0.5,6,10,0.6,8,33,41,23,8,8,11,25,-2.0,False,False
SAS,2019-11-13,SAS @ MIN,L,240,114,1610612759,0021900158,2019-20,44,90,0.489,3,17,0.176,23,29,0.793,10,34,44,24,4,4,11,23,-15.0,False,False
SAS,2019-11-11,SAS vs. MEM,L,240,109,1610612759,0021900143,2019-20,42,90,0.467,12,30,0.4,13,17,0.765,7,35,42,29,4,4,13,17,-4.0,False,False
SAS,2019-11-09,SAS vs. BOS,L,240,115,1610612759,0021900127,2019-20,39,99,0.394,14,30,0.467,23,30,0.767,21,36,57,24,1,8,15,22,-20.0,False,False
SAS,2019-11-07,SAS vs. OKC,W,241,121,1610612759,0021900113,2019-20,51,94,0.543,9,20,0.45,10,11,0.909,12,35,47,32,5,3,13,21,9.0,False,False
SAS,2019-11-05,SAS @ ATL,L,239,100,1610612759,0021900099,2019-20,38,91,0.418,8,33,0.242,16,23,0.696,11,30,41,18,9,8,15,17,-8.0,False,False
SAS,2019-11-03,SAS vs. LAL,L,239,96,1610612759,0021900088,2019-20,33,83,0.398,6,25,0.24,24,29,0.828,8,39,47,23,11,4,17,18,-7.0,False,False
SAS,2019-11-01,SAS @ GSW,W,240,127,1610612759,0021900076,2019-20,44,93,0.473,13,35,0.371,26,30,0.867,16,36,52,23,4,2,11,19,17.0,False,False
SAS,2019-10-31,SAS @ LAC,L,240,97,1610612759,0021900068,2019-20,36,80,0.45,7,21,0.333,18,27,0.667,9,40,49,15,6,5,19,28,-6.0,False,False
SAS,2019-10-28,SAS vs. POR,W,240,113,1610612759,0021900048,2019-20,41,85,0.482,7,22,0.318,24,32,0.75,7,43,50,25,5,9,18,19,3.0,False,False
SAS,2019-10-26,SAS vs. WAS,W,240,124,1610612759,0021900033,2019-20,50,108,0.463,10,28,0.357,14,17,0.824,21,32,53,29,6,7,9,19,2.0,False,False
SAS,2019-10-23,SAS vs. NYK,W,240,120,1610612759,0021900010,2019-20,42,83,0.506,7,21,0.333,29,36,0.806,10,41,51,22,6,5,21,18,9.0,False,False
BKN,2020-08-13,BKN vs. POR,L,239,133,1610612751,0021901309,2019-20,53,96,0.552,14,33,0.424,13,19,0.684,12,34,46,28,5,5,14,23,-1.0,True,True
BKN,2020-08-11,BKN @ ORL,W,240,108,1610612751,0021901297,2019-20,38,89,0.427,13,43,0.302,19,24,0.792,8,39,47,26,9,4,13,20,12.0,True,True
BKN,2020-08-09,BKN @ LAC,W,240,129,1610612751,0021901291,2019-20,47,85,0.553,20,43,0.465,15,19,0.789,8,38,46,32,5,5,16,25,9.0,True,True
BKN,2020-08-07,BKN vs. SAC,W,241,119,1610612751,0021901276,2019-20,42,86,0.488,17,40,0.425,18,28,0.643,7,37,44,30,9,3,9,23,13.0,True,False
BKN,2020-08-05,BKN @ BOS,L,239,115,1610612751,0021901267,2019-20,45,95,0.474,8,32,0.25,17,21,0.81,7,27,34,23,9,2,17,22,-34.0,True,False
BKN,2020-08-04,BKN @ MIL,W,241,119,1610612751,0021901256,2019-20,43,103,0.417,21,57,0.368,12,16,0.75,7,35,42,30,5,6,7,26,3.0,True,True
BKN,2020-08-02,BKN vs. WAS,W,240,118,1610612751,0021901244,2019-20,38,90,0.422,11,33,0.333,31,37,0.838,13,35,48,23,5,4,11,24,8.0,True,False
BKN,2020-07-31,BKN vs. ORL,L,241,118,1610612751,0021901233,2019-20,44,91,0.484,13,42,0.31,17,23,0.739,10,29,39,30,4,2,14,25,-10.0,True,True
BKN,2020-03-10,BKN @ LAL,W,241,104,1610612751,0021900968,2019-20,37,90,0.411,13,40,0.325,17,23,0.739,14,33,47,24,7,3,10,18,2.0,False,False
BKN,2020-03-08,BKN vs. CHI,W,242,110,1610612751,0021900946,2019-20,32,64,0.5,11,30,0.367,35,41,0.854,5,45,50,21,4,5,28,24,3.0,False,False
BKN,2020-03-06,BKN vs. SAS,W,240,139,1610612751,0021900931,2019-20,51,96,0.531,15,36,0.417,22,31,0.71,9,43,52,32,1,2,7,22,19.0,False,False
BKN,2020-03-04,BKN vs. MEM,L,240,79,1610612751,0021900920,2019-20,30,90,0.333,7,42,0.167,12,17,0.706,13,29,42,15,6,4,13,17,-39.0,False,False
BKN,2020-03-03,BKN @ BOS,W,265,129,1610612751,0021900910,2019-20,43,100,0.43,14,49,0.286,29,38,0.763,22,41,63,22,7,6,20,26,9.0,False,False
BKN,2020-02-29,BKN @ MIA,L,240,113,1610612751,0021900889,2019-20,40,86,0.465,16,44,0.364,17,23,0.739,8,36,44,30,3,3,10,23,-3.0,False,False
BKN,2020-02-28,BKN @ ATL,L,243,118,1610612751,0021900878,2019-20,42,92,0.457,18,46,0.391,16,21,0.762,7,31,38,30,5,8,11,19,-23.0,False,False
BKN,2020-02-26,BKN @ WAS,L,239,106,1610612751,0021900866,2019-20,36,87,0.414,10,36,0.278,24,35,0.686,15,41,56,15,7,1,18,24,-4.0,False,False
BKN,2020-02-24,BKN vs. ORL,L,240,113,1610612751,0021900852,2019-20,46,96,0.479,16,37,0.432,5,8,0.625,13,36,49,29,6,3,12,19,-2.0,False,False
BKN,2020-02-22,BKN @ CHA,W,239,115,1610612751,0021900836,2019-20,42,87,0.483,17,47,0.362,14,19,0.737,9,45,54,26,10,6,10,20,29.0,False,False
BKN,2020-02-20,BKN @ PHI,L,265,104,1610612751,0021900822,2019-20,36,102,0.353,10,34,0.294,22,28,0.786,15,34,49,22,3,1,16,27,-8.0,False,False
BKN,2020-02-12,BKN vs. TOR,W,241,101,1610612751,0021900809,2019-20,36,88,0.409,9,35,0.257,20,25,0.8,12,43,55,27,7,5,12,16,10.0,False,False
BKN,2020-02-10,BKN @ IND,W,239,106,1610612751,0021900794,2019-20,35,87,0.402,12,37,0.324,24,32,0.75,14,39,53,20,5,7,10,15,1.0,False,False
BKN,2020-02-08,BKN @ TOR,L,239,118,1610612751,0021900781,2019-20,41,92,0.446,16,44,0.364,20,24,0.833,13,33,46,27,5,5,9,16,-1.0,False,False
BKN,2020-02-05,BKN vs. GSW,W,240,129,1610612751,0021900757,2019-20,51,100,0.51,14,34,0.412,13,15,0.867,14,51,65,29,4,1,13,15,41.0,False,False
BKN,2020-02-03,BKN vs. PHX,W,240,119,1610612751,0021900746,2019-20,43,89,0.483,15,34,0.441,18,21,0.857,10,34,44,28,8,5,17,26,22.0,False,False
BKN,2020-02-01,BKN @ WAS,L,240,107,1610612751,0021900731,2019-20,39,94,0.415,16,47,0.34,13,21,0.619,12,41,53,25,5,7,15,22,-6.0,False,False
BKN,2020-01-31,BKN vs. CHI,W,239,133,1610612751,0021900721,2019-20,50,80,0.625,15,31,0.484,18,25,0.72,5,32,37,31,8,5,20,21,15.0,False,False
BKN,2020-01-29,BKN vs. DET,W,241,125,1610612751,0021900709,2019-20,43,85,0.506,15,39,0.385,24,30,0.8,8,29,37,26,8,7,9,19,10.0,False,False
BKN,2020-01-26,BKN @ NYK,L,242,97,1610612751,0021900688,2019-20,34,81,0.42,13,39,0.333,16,23,0.696,7,27,34,21,6,4,14,14,-13.0,False,True
BKN,2020-01-25,BKN @ DET,W,264,121,1610612751,0021900681,2019-20,42,94,0.447,15,42,0.357,22,25,0.88,11,44,55,19,3,5,10,17,10.0,False,False
BKN,2020-01-23,BKN vs. LAL,L,238,113,1610612751,0021900667,2019-20,40,91,0.44,21,46,0.457,12,15,0.8,8,33,41,30,12,3,16,17,-15.0,False,False
BKN,2020-01-20,BKN vs. PHI,L,240,111,1610612751,0021900641,2019-20,39,81,0.481,11,29,0.379,22,34,0.647,13,34,47,22,7,2,22,23,-6.0,False,False
BKN,2020-01-18,BKN vs. MIL,L,241,97,1610612751,0021900627,2019-20,33,99,0.333,15,49,0.306,16,17,0.941,12,35,47,23,11,7,17,19,-20.0,False,False
BKN,2020-01-15,BKN @ PHI,L,240,106,1610612751,0021900605,2019-20,38,87,0.437,12,25,0.48,18,30,0.6,11,33,44,20,9,1,13,22,-11.0,False,False
BKN,2020-01-14,BKN vs. UTA,L,240,107,1610612751,0021900599,2019-20,45,90,0.5,8,26,0.308,9,15,0.6,11,32,43,22,4,4,12,13,-11.0,False,False
BKN,2020-01-12,BKN vs. ATL,W,239,108,1610612751,0021900586,2019-20,41,77,0.532,10,26,0.385,16,29,0.552,7,55,62,25,8,2,24,20,22.0,False,False
BKN,2020-01-10,BKN vs. MIA,W,241,117,1610612751,0021900568,2019-20,45,93,0.484,15,44,0.341,12,19,0.632,14,37,51,31,5,4,9,15,4.0,False,False
BKN,2020-01-07,BKN vs. OKC,L,264,103,1610612751,0021900550,2019-20,40,98,0.408,11,37,0.297,12,16,0.75,11,41,52,19,5,5,17,25,-8.0,False,False
BKN,2020-01-06,BKN @ ORL,L,241,89,1610612751,0021900540,2019-20,32,96,0.333,10,47,0.213,15,19,0.789,12,34,46,20,11,1,12,19,-12.0,False,False
BKN,2020-01-04,BKN vs. TOR,L,240,102,1610612751,0021900524,2019-20,32,67,0.478,13,35,0.371,25,34,0.735,6,32,38,24,4,11,24,24,-19.0,False,False
BKN,2020-01-02,BKN @ DAL,L,240,111,1610612751,0021900513,2019-20,42,91,0.462,12,37,0.324,15,17,0.882,12,32,44,29,5,1,11,21,-12.0,False,False
BKN,2019-12-30,BKN @ MIN,L,265,115,1610612751,0021900494,2019-20,40,99,0.404,15,41,0.366,20,27,0.741,7,51,58,22,4,6,16,25,-7.0,False,False
BKN,2019-12-28,BKN @ HOU,L,240,98,1610612751,0021900478,2019-20,37,92,0.402,11,39,0.282,13,21,0.619,9,38,47,24,7,5,15,15,-10.0,False,False
BKN,2019-12-26,BKN vs. NYK,L,241,82,1610612751,0021900461,2019-20,21,78,0.269,13,50,0.26,27,36,0.75,9,41,50,17,3,3,13,19,-12.0,False,False
BKN,2019-12-21,BKN vs. ATL,W,240,122,1610612751,0021900431,2019-20,46,100,0.46,11,30,0.367,19,28,0.679,12,49,61,23,8,4,15,18,10.0,False,False
BKN,2019-12-19,BKN @ SAS,L,240,105,1610612751,0021900418,2019-20,35,83,0.422,7,36,0.194,28,30,0.933,6,41,47,16,9,3,18,21,-13.0,False,False
BKN,2019-12-17,BKN @ NOP,W,265,108,1610612751,0021900404,2019-20,40,96,0.417,11,39,0.282,17,23,0.739,6,48,54,25,3,10,11,22,7.0,False,False
BKN,2019-12-15,BKN vs. PHI,W,240,109,1610612751,0021900391,2019-20,43,94,0.457,9,24,0.375,14,18,0.778,12,39,51,22,9,1,16,23,20.0,False,False
BKN,2019-12-14,BKN @ TOR,L,241,102,1610612751,0021900381,2019-20,39,101,0.386,12,46,0.261,12,17,0.706,13,46,59,24,4,7,20,20,-8.0,False,False
BKN,2019-12-11,BKN vs. CHA,L,239,108,1610612751,0021900360,2019-20,38,88,0.432,10,38,0.263,22,33,0.667,17,35,52,20,5,3,12,21,-5.0,False,False
BKN,2019-12-08,BKN vs. DEN,W,241,105,1610612751,0021900335,2019-20,40,87,0.46,7,28,0.25,18,23,0.783,10,38,48,25,5,1,11,15,3.0,False,False
BKN,2019-12-06,BKN @ CHA,W,240,111,1610612751,0021900320,2019-20,42,88,0.477,15,38,0.395,12,15,0.8,15,34,49,35,12,5,16,21,7.0,False,False
BKN,2019-12-04,BKN @ ATL,W,240,130,1610612751,0021900309,2019-20,50,101,0.495,14,31,0.452,16,18,0.889,18,35,53,26,8,6,15,20,12.0,False,False
BKN,2019-12-01,BKN vs. MIA,L,240,106,1610612751,0021900284,2019-20,40,91,0.44,14,42,0.333,12,16,0.75,9,39,48,24,3,5,12,21,-3.0,False,False
BKN,2019-11-29,BKN vs. BOS,W,240,112,1610612751,0021900267,2019-20,43,93,0.462,17,41,0.415,9,13,0.692,13,36,49,30,9,6,18,24,5.0,False,False
BKN,2019-11-27,BKN @ BOS,L,240,110,1610612751,0021900253,2019-20,40,90,0.444,21,56,0.375,9,19,0.474,11,27,38,32,5,6,15,22,-11.0,False,False
BKN,2019-11-25,BKN @ CLE,W,239,108,1610612751,0021900240,2019-20,44,94,0.468,11,34,0.324,9,11,0.818,12,36,48,29,8,10,9,21,2.0,False,False
BKN,2019-11-24,BKN @ NYK,W,239,103,1610612751,0021900236,2019-20,31,77,0.403,14,38,0.368,27,34,0.794,7,28,35,18,6,1,11,16,2.0,False,False
BKN,2019-11-22,BKN vs. SAC,W,239,116,1610612751,0021900217,2019-20,41,81,0.506,12,34,0.353,22,31,0.71,13,35,48,22,9,3,18,18,19.0,False,False
BKN,2019-11-20,BKN vs. CHA,W,241,101,1610612751,0021900205,2019-20,36,90,0.4,10,39,0.256,19,23,0.826,13,40,53,19,11,1,15,21,10.0,False,False
BKN,2019-11-18,BKN vs. IND,L,240,86,1610612751,0021900190,2019-20,30,84,0.357,11,34,0.324,15,24,0.625,4,36,40,18,2,7,9,19,-29.0,False,False
BKN,2019-11-16,BKN @ CHI,W,240,117,1610612751,0021900175,2019-20,40,88,0.455,10,43,0.233,27,31,0.871,5,35,40,30,10,9,15,30,6.0,False,False
BKN,2019-11-14,BKN @ DEN,L,240,93,1610612751,0021900166,2019-20,36,95,0.379,8,38,0.211,13,16,0.813,7,44,51,19,3,2,7,14,-8.0,False,False
BKN,2019-11-12,BKN @ UTA,L,241,114,1610612751,0021900152,2019-20,41,90,0.456,11,37,0.297,21,25,0.84,10,33,43,19,5,8,16,29,-5.0,False,False
BKN,2019-11-10,BKN @ PHX,L,240,112,1610612751,0021900137,2019-20,44,91,0.484,8,34,0.235,16,17,0.941,5,38,43,27,4,2,17,24,-26.0,False,False
BKN,2019-11-08,BKN @ POR,W,241,119,1610612751,0021900125,2019-20,41,99,0.414,16,37,0.432,21,30,0.7,16,35,51,18,6,9,9,25,4.0,False,False
BKN,2019-11-04,BKN vs. NOP,W,241,135,1610612751,0021900092,2019-20,49,92,0.533,16,41,0.39,21,28,0.75,12,33,45,32,13,3,23,18,10.0,False,False
BKN,2019-11-02,BKN @ DET,L,240,109,1610612751,0021900078,2019-20,43,93,0.462,10,32,0.313,13,17,0.765,10,38,48,24,4,4,14,24,-4.0,False,False
BKN,2019-11-01,BKN vs. HOU,W,238,123,1610612751,0021900069,2019-20,42,85,0.494,19,32,0.594,20,28,0.714,10,45,55,26,8,7,20,21,7.0,False,False
BKN,2019-10-30,BKN vs. IND,L,240,108,1610612751,0021900059,2019-20,41,93,0.441,10,31,0.323,16,26,0.615,18,36,54,21,6,5,19,19,-10.0,False,False
BKN,2019-10-27,BKN @ MEM,L,264,133,1610612751,0021900037,2019-20,44,101,0.436,15,45,0.333,30,37,0.811,11,42,53,28,6,5,17,22,-1.0,False,False
BKN,2019-10-25,BKN vs. NYK,W,239,113,1610612751,0021900019,2019-20,37,78,0.474,16,37,0.432,23,34,0.676,11,35,46,21,11,2,26,26,4.0,False,False
BKN,2019-10-23,BKN vs. MIN,L,264,126,1610612751,0021900006,2019-20,48,101,0.475,15,34,0.441,15,26,0.577,10,38,48,19,8,9,16,30,-1.0,False,False
WAS,2020-08-13,WAS @ BOS,W,240,96,1610612764,0021901308,2019-20,34,88,0.386,10,26,0.385,18,24,0.75,18,38,56,22,11,6,18,19,6.0,True,False
WAS,2020-08-11,WAS vs. MIL,L,239,113,1610612764,0021901303,2019-20,39,95,0.411,12,35,0.343,23,30,0.767,11,33,44,22,2,3,11,23,-13.0,True,True
WAS,2020-08-09,WAS @ OKC,L,240,103,1610612764,0021901285,2019-20,38,92,0.413,9,36,0.25,18,22,0.818,13,31,44,23,6,3,15,18,-18.0,True,True
WAS,2020-08-07,WAS @ NOP,L,240,107,1610612764,0021901278,2019-20,38,90,0.422,10,27,0.37,21,23,0.913,10,30,40,22,9,4,13,27,-11.0,True,True
WAS,2020-08-05,WAS vs. PHI,L,240,98,1610612764,0021901263,2019-20,36,85,0.424,7,21,0.333,19,24,0.792,9,39,48,17,8,5,15,26,-9.0,True,True
WAS,2020-08-03,WAS vs. IND,L,240,100,1610612764,0021901252,2019-20,41,94,0.436,11,30,0.367,7,13,0.538,9,36,45,30,6,7,13,19,-11.0,True,True
WAS,2020-08-02,WAS @ BKN,L,241,110,1610612764,0021901244,2019-20,40,88,0.455,9,31,0.29,21,27,0.778,10,36,46,26,6,6,12,31,-8.0,True,False
