name,dist,value,made,desc,team,opp,x,y,player_id,game_id,event_id,shot_id,running,jump,hook,layup,driving,dunk,alley,reverse,turnaround,fadeaway,bank,finger,putback,float,pullup,step,cutting,tip,zone,area,date,period,min_left,sec_left
J. Nurkic,4,2,True,Driving Hook Shot,BOS,POR,3,43,203994,0021901245,615,0021901245-615,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20200802,4,3,10
C. McCollum,25,3,True,Pullup Jump shot,BOS,POR,6,255,203468,0021901245,621,0021901245-621,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,24+ ft.,Center(C),20200802,4,2,41
J. Brown,10,2,True,Turnaround Jump Shot,BOS,POR,-23,101,1627759,0021901245,623,0021901245-623,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8-16 ft.,Center(C),20200802,4,2,19
G. Trent Jr.,25,3,True,Jump Shot,BOS,POR,-122,219,1629018,0021901245,626,0021901245-626,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Left Side Center(LC),20200802,4,1,57
G. Hayward,10,2,True,Pullup Jump shot,BOS,POR,-28,106,202330,0021901245,628,0021901245-628,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8-16 ft.,Center(C),20200802,4,1,42
J. Nurkic,3,2,False,Driving Layup Shot,BOS,POR,27,17,203994,0021901245,630,0021901245-630,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20200802,4,1,22
J. Nurkic,0,2,False,Tip Layup Shot,BOS,POR,0,-6,203994,0021901245,632,0021901245-632,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Less Than 8 ft.,Center(C),20200802,4,1,18
D. Lillard,29,3,False,Pullup Jump shot,BOS,POR,12,292,203081,0021901245,638,0021901245-638,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,24+ ft.,Center(C),20200802,4,0,53
J. Brown,22,3,True,Jump Shot,BOS,POR,227,6,1627759,0021901245,640,0021901245-640,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Right Side(R),20200802,4,0,32
C. Anthony,26,3,True,Jump Shot,BOS,POR,109,242,2546,0021901245,643,0021901245-643,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Right Side Center(RC),20200802,4,0,27
J. Nurkic,0,2,True,Cutting Layup Shot,BOS,POR,7,-1,203994,0021901245,656,0021901245-656,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Less Than 8 ft.,Center(C),20200802,4,0,3
D. Lillard,42,3,False,Jump Bank Shot,BOS,POR,202,371,203081,0021901245,669,0021901245-669,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,24+ ft.,Right Side Center(RC),20200802,4,0,0
A. Gordon,2,2,True,Running Layup Shot,ORL,SAC,-14,22,203932,0021901247,9,0021901247-009,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20200802,1,11,50
B. Bogdanovic,15,2,False,Pullup Jump shot,ORL,SAC,-5,153,203992,0021901247,13,0021901247-013,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8-16 ft.,Center(C),20200802,1,11,36
N. Vucevic,10,2,True,Turnaround Fadeaway shot,ORL,SAC,-100,40,202696,0021901247,15,0021901247-015,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,8-16 ft.,Left Side(L),20200802,1,11,14
H. Barnes,26,3,False,Step Back Jump shot,ORL,SAC,70,259,203084,0021901247,16,0021901247-016,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,24+ ft.,Center(C),20200802,1,10,58
A. Gordon,0,2,True,Finger Roll Layup Shot,ORL,SAC,2,4,203932,0021901247,18,0021901247-018,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20200802,1,10,45
N. Vucevic,24,3,False,Jump Shot,ORL,SAC,-171,176,202696,0021901247,21,0021901247-021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Left Side Center(LC),20200802,1,10,26
B. Bogdanovic,10,2,False,Driving Floating Jump Shot,ORL,SAC,-3,107,203992,0021901247,23,0021901247-023,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,8-16 ft.,Center(C),20200802,1,10,9
B. Bogdanovic,4,2,True,Pullup Jump shot,ORL,SAC,-11,46,203992,0021901247,25,0021901247-025,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Less Than 8 ft.,Center(C),20200802,1,10,4
A. Gordon,5,2,True,Driving Floating Jump Shot,ORL,SAC,6,57,203932,0021901247,29,0021901247-029,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Less Than 8 ft.,Center(C),20200802,1,9,48
R. Holmes,11,2,True,Jump Shot,ORL,SAC,100,54,1626158,0021901247,33,0021901247-033,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8-16 ft.,Right Side(R),20200802,1,9,31
N. Vucevic,1,2,True,Cutting Layup Shot,ORL,SAC,-13,8,202696,0021901247,35,0021901247-035,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Less Than 8 ft.,Center(C),20200802,1,9,14
H. Barnes,9,2,True,Turnaround Fadeaway Bank Jump Shot,ORL,SAC,-85,41,203084,0021901247,39,0021901247-039,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,8-16 ft.,Left Side(L),20200802,1,8,59
E. Fournier,25,3,False,Jump Shot,ORL,SAC,-26,252,203095,0021901247,43,0021901247-043,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Center(C),20200802,1,8,40
D. Fox,26,3,False,Pullup Jump shot,ORL,SAC,-50,256,1628368,0021901247,45,0021901247-045,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,24+ ft.,Center(C),20200802,1,8,34
A. Gordon,1,2,True,Driving Finger Roll Layup Shot,ORL,SAC,-8,16,203932,0021901247,47,0021901247-047,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20200802,1,8,19
D. Fox,11,2,True,Fadeaway Jump Shot,ORL,SAC,5,116,1628368,0021901247,51,0021901247-051,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,8-16 ft.,Center(C),20200802,1,8,3
N. Vucevic,0,2,True,Cutting Dunk Shot,ORL,SAC,-2,4,202696,0021901247,52,0021901247-052,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Less Than 8 ft.,Center(C),20200802,1,7,49
N. Bjelica,2,2,True,Driving Layup Shot,ORL,SAC,5,26,202357,0021901247,54,0021901247-054,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20200802,1,7,31
D. Fox,10,2,False,Pullup Jump shot,ORL,SAC,-27,106,1628368,0021901247,58,0021901247-058,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8-16 ft.,Center(C),20200802,1,7,2
D. Augustin,27,3,True,Jump Shot,ORL,SAC,73,264,201571,0021901247,60,0021901247-060,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Center(C),20200802,1,6,45
B. Hield,24,3,False,Pullup Jump shot,ORL,SAC,217,111,1627741,0021901247,66,0021901247-066,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,24+ ft.,Right Side Center(RC),20200802,1,6,28
A. Gordon,10,2,False,Turnaround Fadeaway shot,ORL,SAC,70,77,203932,0021901247,71,0021901247-071,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,8-16 ft.,Right Side(R),20200802,1,6,8
H. Barnes,4,2,True,Floating Jump shot,ORL,SAC,13,47,203084,0021901247,75,0021901247-075,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Less Than 8 ft.,Center(C),20200802,1,5,48
D. Augustin,23,3,False,Jump Shot,ORL,SAC,-230,21,201571,0021901247,78,0021901247-078,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Left Side(L),20200802,1,5,27
D. Fox,2,2,True,Driving Layup Shot,ORL,SAC,-3,26,1628368,0021901247,91,0021901247-091,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20200802,1,5,4
A. Gordon,21,2,False,Turnaround Fadeaway shot,ORL,SAC,172,132,203932,0021901247,95,0021901247-095,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,16-24 ft.,Right Side Center(RC),20200802,1,4,42
B. Hield,26,3,False,Jump Shot,ORL,SAC,-14,263,1627741,0021901247,97,0021901247-097,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Center(C),20200802,1,4,32
T. Ross,22,3,True,Jump Shot,ORL,SAC,-228,29,203082,0021901247,99,0021901247-099,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Left Side(L),20200802,1,4,18
D. Fox,3,2,False,Driving Layup Shot,ORL,SAC,-12,28,1628368,0021901247,102,0021901247-102,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20200802,1,3,58
T. Ross,25,3,False,Jump Shot,ORL,SAC,-196,166,203082,0021901247,104,0021901247-104,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Left Side Center(LC),20200802,1,3,52
B. Hield,6,2,False,Driving Floating Jump Shot,ORL,SAC,22,64,1627741,0021901247,106,0021901247-106,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Less Than 8 ft.,Center(C),20200802,1,3,41
B. Bogdanovic,13,2,False,Driving Floating Jump Shot,ORL,SAC,-105,81,203992,0021901247,120,0021901247-120,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,8-16 ft.,Left Side(L),20200802,1,3,13
T. Ross,26,3,True,Jump Shot,ORL,SAC,101,248,203082,0021901247,125,0021901247-125,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Right Side Center(RC),20200802,1,2,55
H. Barnes,25,3,False,Jump Shot,ORL,SAC,-58,244,203084,0021901247,130,0021901247-130,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Center(C),20200802,1,2,37
B. Hield,1,2,False,Driving Finger Roll Layup Shot,ORL,SAC,6,16,1627741,0021901247,133,0021901247-133,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20200802,1,2,29
M. Fultz,18,2,True,Pullup Jump shot,ORL,SAC,-113,147,1628365,0021901247,148,0021901247-148,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,16-24 ft.,Left Side Center(LC),20200802,1,1,53
B. Hield,23,3,True,Jump Shot,ORL,SAC,234,53,1627741,0021901247,149,0021901247-149,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Right Side(R),20200802,1,1,44
M. Fultz,18,2,True,Pullup Jump shot,ORL,SAC,143,115,1628365,0021901247,151,0021901247-151,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,16-24 ft.,Right Side Center(RC),20200802,1,1,32
R. Holmes,12,2,True,Jump Shot,ORL,SAC,13,125,1626158,0021901247,152,0021901247-152,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8-16 ft.,Center(C),20200802,1,1,19
B. Hield,27,3,False,Pullup Jump shot,ORL,SAC,-163,221,1627741,0021901247,159,0021901247-159,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,24+ ft.,Left Side Center(LC),20200802,1,0,59
M. Fultz,16,2,True,Step Back Jump shot,ORL,SAC,111,126,1628365,0021901247,162,0021901247-162,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,16-24 ft.,Right Side Center(RC),20200802,1,0,37
B. Hield,1,2,True,Driving Finger Roll Layup Shot,ORL,SAC,-1,10,1627741,0021901247,172,0021901247-172,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20200802,1,0,3
M. Fultz,51,3,True,Pullup Jump shot,ORL,SAC,71,507,1628365,0021901247,174,0021901247-174,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Back Court Shot,Back Court(BC),20200802,1,0,0
T. Ross,26,3,True,Jump Shot,ORL,SAC,165,204,203082,0021901247,184,0021901247-184,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Right Side Center(RC),20200802,2,11,40
B. Hield,25,3,False,Pullup Jump shot,ORL,SAC,-60,248,1627741,0021901247,186,0021901247-186,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,24+ ft.,Center(C),20200802,2,11,25
C. Brewer,1,2,True,Reverse Layup Shot,ORL,SAC,6,16,201147,0021901247,192,0021901247-192,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20200802,2,11,2
R. Holmes,0,2,True,Cutting Dunk Shot,ORL,SAC,-1,1,1626158,0021901247,198,0021901247-198,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Less Than 8 ft.,Center(C),20200802,2,10,32
M. Carter-Williams,3,2,True,Jump Bank Shot,ORL,SAC,-33,21,203487,0021901247,205,0021901247-205,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20200802,2,9,42
C. Brewer,22,3,False,Jump Shot,ORL,SAC,227,15,201147,0021901247,207,0021901247-207,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Right Side(R),20200802,2,9,28
J. Isaac,1,2,True,Driving Layup Shot,ORL,SAC,-15,9,1628371,0021901247,209,0021901247-209,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20200802,2,9,21
M. Fultz,25,3,True,Jump Shot,ORL,SAC,-139,216,1628365,0021901247,217,0021901247-217,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Left Side Center(LC),20200802,2,9,2
C. Joseph,26,3,False,Pullup Jump shot,ORL,SAC,-19,260,202709,0021901247,219,0021901247-219,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,24+ ft.,Center(C),20200802,2,8,44
T. Ross,24,3,True,Jump Shot,ORL,SAC,-196,145,203082,0021901247,227,0021901247-227,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Left Side Center(LC),20200802,2,8,27
H. Giles III,18,2,True,Jump Shot,ORL,SAC,40,180,1628385,0021901247,229,0021901247-229,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16-24 ft.,Center(C),20200802,2,8,6
M. Carter-Williams,23,3,False,Jump Shot,ORL,SAC,-233,42,203487,0021901247,231,0021901247-231,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Left Side(L),20200802,2,7,53
B. Bogdanovic,27,3,False,Step Back Jump shot,ORL,SAC,14,272,203992,0021901247,239,0021901247-239,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,24+ ft.,Center(C),20200802,2,7,23
C. Brewer,3,2,False,Reverse Layup Shot,ORL,SAC,9,36,201147,0021901247,241,0021901247-241,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20200802,2,7,18
T. Ross,26,3,False,Jump Shot,ORL,SAC,-183,185,203082,0021901247,243,0021901247-243,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Left Side Center(LC),20200802,2,7,8
B. Bogdanovic,2,2,True,Driving Finger Roll Layup Shot,ORL,SAC,20,8,203992,0021901247,252,0021901247-252,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20200802,2,6,46
N. Vucevic,21,2,False,Turnaround Jump Shot,ORL,SAC,-136,166,202696,0021901247,265,0021901247-265,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,16-24 ft.,Left Side Center(LC),20200802,2,6,17
H. Barnes,25,3,False,Jump Shot,ORL,SAC,-144,207,203084,0021901247,268,0021901247-268,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Left Side Center(LC),20200802,2,6,5
N. Vucevic,7,2,False,Turnaround Hook Shot,ORL,SAC,47,58,202696,0021901247,270,0021901247-270,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20200802,2,5,49
H. Giles III,0,2,False,Tip Dunk Shot,ORL,SAC,0,-6,1628385,0021901247,274,0021901247-274,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,Less Than 8 ft.,Center(C),20200802,2,5,38
H. Giles III,2,2,True,Dunk Shot,ORL,SAC,2,21,1628385,0021901247,276,0021901247-276,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20200802,2,5,37
N. Vucevic,20,2,False,Jump Shot,ORL,SAC,3,204,202696,0021901247,279,0021901247-279,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16-24 ft.,Center(C),20200802,2,5,22
H. Barnes,5,2,False,Driving Hook Shot,ORL,SAC,-3,58,203084,0021901247,281,0021901247-281,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20200802,2,4,58
N. Vucevic,4,2,True,Turnaround Jump Shot,ORL,SAC,34,31,202696,0021901247,283,0021901247-283,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20200802,2,4,46
H. Giles III,1,2,True,Cutting Dunk Shot,ORL,SAC,2,13,1628385,0021901247,284,0021901247-284,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Less Than 8 ft.,Center(C),20200802,2,4,38
A. Gordon,25,3,True,Jump Shot,ORL,SAC,54,246,203932,0021901247,286,0021901247-286,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Center(C),20200802,2,4,22
A. Gordon,25,3,True,Pullup Jump shot,ORL,SAC,49,252,203932,0021901247,290,0021901247-290,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,24+ ft.,Center(C),20200802,2,4,3
D. Fox,16,2,True,Pullup Jump shot,ORL,SAC,-23,159,1628368,0021901247,301,0021901247-301,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,16-24 ft.,Center(C),20200802,2,3,31
E. Fournier,2,2,True,Driving Finger Roll Layup Shot,ORL,SAC,-21,6,203095,0021901247,303,0021901247-303,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20200802,2,3,11
E. Fournier,24,3,False,Jump Shot,ORL,SAC,230,94,203095,0021901247,309,0021901247-309,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Right Side Center(RC),20200802,2,2,50
D. Augustin,26,3,True,Jump Shot,ORL,SAC,180,188,201571,0021901247,313,0021901247-313,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Right Side Center(RC),20200802,2,2,32
D. Fox,3,2,True,Driving Floating Jump Shot,ORL,SAC,14,28,1628368,0021901247,315,0021901247-315,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Less Than 8 ft.,Center(C),20200802,2,2,18
A. Gordon,16,2,False,Pullup Jump shot,ORL,SAC,-116,116,203932,0021901247,316,0021901247-316,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,16-24 ft.,Left Side Center(LC),20200802,2,1,57
A. Gordon,12,2,True,Turnaround Fadeaway shot,ORL,SAC,119,26,203932,0021901247,332,0021901247-332,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,8-16 ft.,Right Side(R),20200802,2,1,27
N. Bjelica,27,3,False,Jump Shot,ORL,SAC,136,238,202357,0021901247,334,0021901247-334,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Right Side Center(RC),20200802,2,1,16
M. Carter-Williams,2,2,False,Layup Shot,ORL,SAC,-15,19,203487,0021901247,336,0021901247-336,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20200802,2,1,1
W. Iwundu,23,3,False,Jump Shot,ORL,SAC,236,35,1628411,0021901247,342,0021901247-342,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Right Side(R),20200802,2,0,39
N. Vucevic,10,2,True,Turnaround Jump Shot,ORL,SAC,90,48,202696,0021901247,361,0021901247-361,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8-16 ft.,Right Side(R),20200802,2,0,4
E. Fournier,15,2,False,Driving Floating Jump Shot,ORL,SAC,-7,155,203095,0021901247,376,0021901247-376,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,8-16 ft.,Center(C),20200802,3,11,45
B. Bogdanovic,4,2,False,Driving Layup Shot,ORL,SAC,39,29,203992,0021901247,378,0021901247-378,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20200802,3,11,27
E. Fournier,2,2,True,Cutting Layup Shot,ORL,SAC,11,26,203095,0021901247,387,0021901247-387,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Less Than 8 ft.,Center(C),20200802,3,10,50
B. Bogdanovic,24,3,False,Jump Shot,ORL,SAC,-91,231,203992,0021901247,389,0021901247-389,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Left Side Center(LC),20200802,3,10,38
R. Holmes,4,2,False,Hook Shot,ORL,SAC,0,42,1626158,0021901247,391,0021901247-391,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20200802,3,10,31
D. Fox,7,2,True,Driving Floating Bank Jump Shot,ORL,SAC,60,50,1628368,0021901247,396,0021901247-396,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,Less Than 8 ft.,Center(C),20200802,3,9,58
A. Gordon,10,2,False,Turnaround Jump Shot,ORL,SAC,3,105,203932,0021901247,397,0021901247-397,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8-16 ft.,Center(C),20200802,3,9,40
D. Fox,12,2,False,Pullup Jump shot,ORL,SAC,-96,85,1628368,0021901247,400,0021901247-400,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8-16 ft.,Left Side(L),20200802,3,9,31
N. Bjelica,24,3,False,Jump Shot,ORL,SAC,-190,161,202357,0021901247,404,0021901247-404,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Left Side Center(LC),20200802,3,9,13
D. Augustin,25,3,True,Step Back Jump shot,ORL,SAC,-104,233,201571,0021901247,410,0021901247-410,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,24+ ft.,Left Side Center(LC),20200802,3,8,59
N. Bjelica,31,3,False,Jump Shot,ORL,SAC,28,309,202357,0021901247,411,0021901247-411,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Center(C),20200802,3,8,46
B. Bogdanovic,17,2,False,Pullup Jump shot,ORL,SAC,2,176,203992,0021901247,418,0021901247-418,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,16-24 ft.,Center(C),20200802,3,8,27
D. Augustin,2,2,False,Driving Layup Shot,ORL,SAC,16,13,201571,0021901247,420,0021901247-420,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20200802,3,8,14
D. Fox,1,2,False,Running Layup Shot,ORL,SAC,-15,6,1628368,0021901247,422,0021901247-422,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20200802,3,8,7
N. Vucevic,0,2,True,Cutting Dunk Shot,ORL,SAC,-3,2,202696,0021901247,431,0021901247-431,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Less Than 8 ft.,Center(C),20200802,3,7,40
H. Barnes,5,2,True,Turnaround Jump Shot,ORL,SAC,30,47,203084,0021901247,433,0021901247-433,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20200802,3,7,24
N. Vucevic,27,3,True,Jump Shot,ORL,SAC,-138,238,202696,0021901247,434,0021901247-434,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Left Side Center(LC),20200802,3,7,9
R. Holmes,3,2,True,Layup Shot,ORL,SAC,29,19,1626158,0021901247,437,0021901247-437,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20200802,3,6,51
N. Vucevic,25,3,True,Jump Shot,ORL,SAC,33,256,202696,0021901247,439,0021901247-439,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Center(C),20200802,3,6,35
B. Hield,15,2,True,Pullup Jump shot,ORL,SAC,-20,152,1627741,0021901247,441,0021901247-441,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8-16 ft.,Center(C),20200802,3,6,23
B. Bogdanovic,22,2,False,Pullup Jump shot,ORL,SAC,61,219,203992,0021901247,448,0021901247-448,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,16-24 ft.,Center(C),20200802,3,5,54
A. Gordon,25,3,True,Jump Shot,ORL,SAC,9,259,203932,0021901247,450,0021901247-450,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24+ ft.,Center(C),20200802,3,5,32
H. Barnes,0,2,True,Driving Layup Shot,ORL,SAC,-3,4,203084,0021901247,452,0021901247-452,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20200802,3,5,14
N. Vucevic,3,2,False,Turnaround Hook Shot,ORL,SAC,15,27,202696,0021901247,465,0021901247-465,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20200802,3,4,41
E. Fournier,4,2,False,Driving Finger Roll Layup Shot,ORL,SAC,-33,23,203095,0021901247,469,0021901247-469,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Less Than 8 ft.,Center(C),20200802,3,4,22
N. Vucevic,2,2,True,Putback Layup Shot,ORL,SAC,4,28,202696,0021901247,471,0021901247-471,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Less Than 8 ft.,Center(C),20200802,3,4,20
B. Hield,17,2,False,Pullup Jump shot,ORL,SAC,103,147,1627741,0021901247,472,0021901247-472,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,16-24 ft.,Right Side Center(RC),20200802,3,4,9
T. Ross,4,2,True,Cutting Layup Shot,ORL,SAC,20,37,203082,0021901247,474,0021901247-474,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Less Than 8 ft.,Center(C),20200802,3,3,58
