game_id,home,away,date,home_pts,away_pts,min,home_fgm,home_fga,home_fg_pct,home_fg3m,home_fg3a,home_fg3_pct,home_ftm,home_fta,home_ft_pct,home_oreb,home_dreb,home_reb,home_ast,home_stl,home_blk,home_tov,home_pf,home_plus_minus,away_fgm,away_fga,away_fg_pct,away_fg3m,away_fg3a,away_fg3_pct,away_ftm,away_fta,away_ft_pct,away_oreb,away_dreb,away_reb,away_ast,away_stl,away_blk,away_tov,away_pf,away_plus_minus,bubble,sample,season
21900536,CLE,MIN,2020-01-05,103,118,240,40,84,0.476,8,25,0.32,15,19,0.789,12,32,44,15,6,2,20,13,-15.0,47,95,0.495,14,38,0.368,10,13,0.769,14,29,43,32,16,8,16,19,15.0,False,False,2019-20
21900537,PHX,MEM,2020-01-05,114,121,239,43,95,0.453,6,26,0.231,22,26,0.846,12,34,46,25,7,4,10,19,-7.0,45,83,0.542,18,42,0.429,13,17,0.765,3,39,42,31,4,8,16,22,7.0,False,False,2019-20
21900538,LAL,DET,2020-01-05,106,99,239,42,92,0.457,6,20,0.3,16,23,0.696,11,39,50,23,8,20,13,22,7.0,29,78,0.372,11,26,0.423,30,35,0.857,6,37,43,21,8,6,16,22,-7.0,False,False,2019-20
21900539,CHA,IND,2020-01-06,104,115,241,37,81,0.457,10,30,0.333,20,22,0.909,8,30,38,21,3,3,11,14,-11.0,47,89,0.528,10,26,0.385,11,14,0.786,12,31,43,31,8,5,10,23,11.0,False,False,2019-20
21900540,ORL,BKN,2020-01-06,101,89,239,35,81,0.432,8,26,0.308,23,31,0.742,11,49,60,21,8,3,18,19,12.0,32,96,0.333,10,47,0.213,15,19,0.789,12,34,46,20,11,1,12,19,-12.0,False,False,2019-20
21900541,PHI,OKC,2020-01-06,120,113,241,46,90,0.511,13,26,0.5,15,18,0.833,9,33,42,31,4,0,10,28,7.0,40,89,0.449,12,29,0.414,21,31,0.677,14,33,47,17,3,3,12,22,-7.0,False,False,2019-20
21900542,WAS,BOS,2020-01-06,99,94,240,39,84,0.464,7,21,0.333,14,23,0.609,7,40,47,18,8,9,14,22,5.0,33,95,0.347,8,37,0.216,20,26,0.769,16,39,55,17,7,8,16,20,-5.0,False,False,2019-20
21900543,ATL,DEN,2020-01-06,115,123,240,35,77,0.455,18,39,0.462,27,32,0.844,4,30,34,24,3,5,10,22,-8.0,47,92,0.511,9,27,0.333,20,27,0.741,7,34,41,27,4,6,4,23,8.0,False,False,2019-20
21900544,NOP,UTA,2020-01-06,126,128,239,45,94,0.479,12,31,0.387,24,30,0.8,13,35,48,23,4,5,6,20,-2.0,46,90,0.511,16,33,0.485,20,24,0.833,7,36,43,19,3,3,8,25,2.0,False,False,2019-20
21900545,DAL,CHI,2020-01-06,118,110,240,44,84,0.524,16,41,0.39,14,19,0.737,11,32,43,25,5,6,14,12,8.0,46,98,0.469,9,31,0.29,9,11,0.818,17,28,45,25,10,6,8,21,-8.0,False,False,2019-20
21900546,SAS,MIL,2020-01-06,126,104,241,45,88,0.511,19,35,0.543,17,19,0.895,10,44,54,23,4,2,11,16,22.0,38,95,0.4,15,45,0.333,13,14,0.929,10,28,38,24,5,5,8,15,-22.0,False,True,2019-20
21900547,SAC,GSW,2020-01-06,111,98,239,39,81,0.481,15,30,0.5,18,23,0.783,6,37,43,27,10,3,22,23,13.0,34,86,0.395,5,26,0.192,25,32,0.781,10,34,44,19,13,4,17,18,-13.0,False,False,2019-20
21900548,CLE,DET,2020-01-07,113,115,240,42,85,0.494,14,31,0.452,15,16,0.938,11,35,46,29,7,4,16,19,-2.0,42,91,0.462,13,33,0.394,18,21,0.857,10,30,40,26,8,3,9,15,2.0,False,True,2019-20
21900549,TOR,POR,2020-01-07,99,101,240,35,96,0.365,15,42,0.357,14,19,0.737,17,40,57,21,5,7,13,21,-2.0,38,88,0.432,13,35,0.371,12,14,0.857,7,38,45,23,6,11,10,15,2.0,False,False,2019-20
21900550,BKN,OKC,2020-01-07,103,111,266,40,98,0.408,11,37,0.297,12,16,0.75,11,41,52,19,5,5,17,25,-8.0,38,92,0.413,11,37,0.297,24,29,0.828,8,43,51,19,11,3,15,15,8.0,False,False,2019-20
21900551,MEM,MIN,2020-01-07,119,112,240,46,89,0.517,8,28,0.286,19,21,0.905,9,35,44,22,12,6,15,18,7.0,40,90,0.444,15,47,0.319,17,21,0.81,10,30,40,23,10,1,18,23,-7.0,False,False,2019-20
21900552,PHX,SAC,2020-01-07,103,114,239,37,77,0.481,11,35,0.314,18,22,0.818,6,35,41,24,4,2,17,25,-11.0,37,84,0.44,15,36,0.417,25,28,0.893,8,33,41,18,8,1,15,22,11.0,False,False,2019-20
21900553,LAL,NYK,2020-01-07,117,87,239,41,82,0.5,17,36,0.472,18,21,0.857,6,42,48,27,11,11,17,19,30.0,37,95,0.389,4,20,0.2,9,16,0.563,15,32,47,15,10,3,16,20,-30.0,False,False,2019-20
21900554,BOS,SAS,2020-01-08,114,129,240,37,89,0.416,13,38,0.342,27,30,0.9,8,31,39,26,7,2,15,20,-15.0,48,87,0.552,9,29,0.31,24,26,0.923,8,41,49,28,9,6,14,25,15.0,False,False,2019-20
21900555,CHA,TOR,2020-01-08,110,112,266,38,86,0.442,15,37,0.405,19,26,0.731,13,37,50,30,6,6,17,21,-2.0,42,94,0.447,14,36,0.389,14,20,0.7,14,32,46,34,7,5,10,23,2.0,False,False,2019-20
21900556,IND,MIA,2020-01-08,108,122,239,40,84,0.476,9,27,0.333,19,25,0.76,6,31,37,25,5,3,12,18,-14.0,43,81,0.531,16,38,0.421,20,25,0.8,3,38,41,28,8,4,11,22,14.0,False,False,2019-20
21900557,ORL,WAS,2020-01-08,123,89,242,43,87,0.494,10,27,0.37,27,34,0.794,13,38,51,24,18,3,16,21,34.0,36,84,0.429,6,23,0.261,11,19,0.579,10,30,40,24,8,5,23,22,-34.0,False,False,2019-20
21900558,ATL,HOU,2020-01-08,115,122,240,39,106,0.368,13,44,0.295,24,27,0.889,16,38,54,20,6,8,11,29,-7.0,39,92,0.424,13,45,0.289,31,41,0.756,16,43,59,22,7,7,13,21,7.0,False,False,2019-20
21900559,DAL,DEN,2020-01-08,106,107,240,39,77,0.506,12,35,0.343,16,24,0.667,6,32,38,27,8,6,13,18,-1.0,41,85,0.482,9,24,0.375,16,20,0.8,9,29,38,27,7,5,12,22,1.0,False,False,2019-20
21900560,NOP,CHI,2020-01-08,123,108,239,41,87,0.471,15,44,0.341,26,32,0.813,12,38,50,31,7,8,14,16,15.0,41,92,0.446,14,35,0.4,12,21,0.571,10,29,39,22,12,2,12,23,-15.0,False,False,2019-20
21900561,UTA,NYK,2020-01-08,128,104,240,49,90,0.544,16,43,0.372,14,23,0.609,12,38,50,29,6,6,7,15,24.0,42,97,0.433,9,25,0.36,11,11,1.0,14,27,41,18,3,1,9,17,-24.0,False,True,2019-20
21900562,GSW,MIL,2020-01-08,98,107,241,33,87,0.379,15,38,0.395,17,20,0.85,12,40,52,29,7,4,18,30,-9.0,35,87,0.402,9,41,0.22,28,32,0.875,5,42,47,22,11,3,9,19,9.0,False,False,2019-20
21900563,DET,CLE,2020-01-09,112,115,265,48,98,0.49,6,20,0.3,10,16,0.625,19,27,46,20,8,9,15,25,-3.0,48,91,0.527,5,20,0.25,14,20,0.7,10,29,39,24,9,5,14,18,3.0,False,False,2019-20
21900564,PHI,BOS,2020-01-09,109,98,241,43,88,0.489,11,27,0.407,12,17,0.706,13,35,48,24,6,5,12,11,11.0,38,88,0.432,14,36,0.389,8,8,1.0,8,30,38,17,8,1,14,16,-11.0,False,False,2019-20
21900565,MIN,POR,2020-01-09,116,102,242,44,89,0.494,13,32,0.406,15,21,0.714,15,41,56,25,7,9,14,28,14.0,35,96,0.365,11,37,0.297,21,31,0.677,14,27,41,14,9,6,10,21,-14.0,False,False,2019-20
21900566,OKC,HOU,2020-01-09,113,92,241,43,87,0.494,11,32,0.344,16,20,0.8,9,43,52,22,8,2,13,13,21.0,34,89,0.382,11,40,0.275,13,14,0.929,8,31,39,16,4,3,14,21,-21.0,False,False,2019-20
21900567,WAS,ATL,2020-01-10,111,101,240,42,112,0.375,10,29,0.345,17,28,0.607,19,38,57,26,11,1,9,22,10.0,41,89,0.461,7,29,0.241,12,24,0.5,9,47,56,19,5,9,18,26,-10.0,False,False,2019-20
21900568,BKN,MIA,2020-01-10,117,113,239,45,93,0.484,15,44,0.341,12,19,0.632,14,37,51,31,5,4,9,15,4.0,44,85,0.518,7,29,0.241,18,21,0.857,4,36,40,26,6,3,7,20,-4.0,False,False,2019-20
21900569,NYK,NOP,2020-01-10,111,123,240,46,100,0.46,5,27,0.185,14,20,0.7,14,32,46,26,13,1,13,16,-12.0,48,86,0.558,18,38,0.474,9,17,0.529,6,37,43,35,8,6,19,16,12.0,False,False,2019-20
21900570,CHI,IND,2020-01-10,105,116,240,37,80,0.463,18,41,0.439,13,16,0.813,6,30,36,16,6,3,15,15,-11.0,48,84,0.571,11,30,0.367,9,14,0.643,8,38,46,31,9,5,11,16,11.0,False,False,2019-20
21900571,MEM,SAS,2020-01-10,134,121,241,52,100,0.52,16,38,0.421,14,16,0.875,11,38,49,39,5,6,8,20,13.0,42,87,0.483,17,40,0.425,20,23,0.87,5,32,37,29,3,6,11,17,-13.0,False,False,2019-20
21900572,DAL,LAL,2020-01-10,114,129,238,39,96,0.406,11,38,0.289,25,37,0.676,17,30,47,19,4,3,9,20,-15.0,47,89,0.528,10,24,0.417,25,32,0.781,12,37,49,18,6,5,7,27,15.0,False,False,2019-20
21900573,PHX,ORL,2020-01-10,98,94,240,33,79,0.418,9,28,0.321,23,26,0.885,9,35,44,19,10,8,14,21,4.0,33,89,0.371,9,33,0.273,19,24,0.792,14,35,49,15,9,6,14,23,-4.0,False,False,2019-20
21900574,UTA,CHA,2020-01-10,109,92,239,40,79,0.506,18,42,0.429,11,14,0.786,9,31,40,28,9,6,15,20,17.0,35,75,0.467,8,26,0.308,14,19,0.737,7,30,37,20,6,3,20,16,-17.0,False,False,2019-20
21900575,SAC,MIL,2020-01-10,106,127,241,44,96,0.458,10,35,0.286,8,10,0.8,6,39,45,26,8,3,16,24,-21.0,47,95,0.495,10,39,0.256,23,30,0.767,7,45,52,29,11,4,11,12,21.0,False,False,2019-20
21900576,LAC,GSW,2020-01-10,109,100,241,41,84,0.488,11,39,0.282,16,22,0.727,9,45,54,27,5,7,19,24,9.0,37,96,0.385,8,39,0.205,18,25,0.72,13,33,46,28,9,1,10,22,-9.0,False,False,2019-20
21900577,HOU,MIN,2020-01-11,139,109,241,49,95,0.516,18,45,0.4,23,29,0.793,12,46,58,29,9,6,18,24,30.0,36,95,0.379,13,48,0.271,24,36,0.667,13,31,44,28,12,4,18,18,-30.0,False,False,2019-20
21900578,BOS,NOP,2020-01-11,140,105,241,55,100,0.55,14,29,0.483,16,18,0.889,10,43,53,29,14,3,10,23,35.0,40,100,0.4,14,45,0.311,11,18,0.611,15,28,43,29,4,6,16,19,-35.0,False,True,2019-20
21900579,DET,CHI,2020-01-11,99,108,241,36,78,0.462,9,28,0.321,18,27,0.667,12,30,42,22,7,4,19,20,-9.0,42,83,0.506,11,35,0.314,13,14,0.929,9,29,38,24,11,6,14,21,9.0,False,False,2019-20
21900580,OKC,LAL,2020-01-11,110,125,241,43,92,0.467,9,31,0.29,15,17,0.882,5,32,37,23,6,6,7,13,-15.0,51,99,0.515,15,32,0.469,8,10,0.8,12,42,54,21,3,4,12,17,15.0,False,False,2019-20
21900581,DAL,PHI,2020-01-11,109,91,240,40,79,0.506,11,27,0.407,18,27,0.667,11,43,54,22,4,8,15,20,18.0,37,98,0.378,9,37,0.243,8,12,0.667,14,29,43,22,11,5,4,20,-18.0,False,False,2019-20
21900582,DEN,CLE,2020-01-11,103,111,241,41,95,0.432,8,39,0.205,13,18,0.722,11,31,42,23,9,4,5,13,-8.0,44,89,0.494,12,37,0.324,11,13,0.846,12,43,55,22,5,1,14,19,8.0,False,False,2019-20
21900583,POR,MIL,2020-01-11,101,122,241,37,95,0.389,10,36,0.278,17,21,0.81,8,40,48,17,6,4,13,20,-21.0,47,103,0.456,14,38,0.368,14,20,0.7,10,50,60,21,6,5,10,16,21.0,False,False,2019-20
21900584,NYK,MIA,2020-01-12,124,121,241,46,90,0.511,9,31,0.29,23,28,0.821,10,29,39,24,11,3,6,23,3.0,42,78,0.538,14,35,0.4,23,28,0.821,8,31,39,24,1,5,14,24,-3.0,False,True,2019-20
21900585,WAS,UTA,2020-01-12,116,127,240,47,93,0.505,7,22,0.318,15,17,0.882,9,28,37,28,5,4,9,18,-11.0,48,90,0.533,10,30,0.333,21,25,0.84,12,32,44,24,6,2,11,18,11.0,False,False,2019-20
21900586,BKN,ATL,2020-01-12,108,86,239,41,77,0.532,10,26,0.385,16,29,0.552,7,55,62,25,8,2,24,20,22.0,32,97,0.33,12,48,0.25,10,11,0.909,4,29,33,23,16,4,12,23,-22.0,False,False,2019-20
21900587,TOR,SAS,2020-01-12,104,105,239,39,96,0.406,17,48,0.354,9,11,0.818,8,37,45,30,7,3,11,23,-1.0,38,87,0.437,7,32,0.219,22,30,0.733,9,42,51,24,6,5,11,11,1.0,False,False,2019-20
21900588,MEM,GSW,2020-01-12,122,102,240,45,100,0.45,11,35,0.314,21,25,0.84,18,42,60,33,17,7,16,16,20.0,35,92,0.38,17,34,0.5,15,21,0.714,12,35,47,23,11,6,22,18,-20.0,False,False,2019-20
21900589,DEN,LAC,2020-01-12,114,104,240,37,77,0.481,11,25,0.44,29,37,0.784,9,35,44,24,7,4,13,26,10.0,38,84,0.452,8,33,0.242,20,26,0.769,10,32,42,21,8,5,14,26,-10.0,False,False,2019-20
21900590,PHX,CHA,2020-01-12,100,92,240,41,82,0.5,7,21,0.333,11,18,0.611,12,39,51,22,8,5,18,19,8.0,36,86,0.419,8,35,0.229,12,18,0.667,8,29,37,25,10,3,14,19,-8.0,False,False,2019-20
21900591,DET,NOP,2020-01-13,110,117,266,40,99,0.404,11,32,0.344,19,24,0.792,5,38,43,27,11,8,9,25,-7.0,43,103,0.417,9,26,0.346,22,27,0.815,17,44,61,23,6,5,19,19,7.0,False,False,2019-20
21900592,IND,PHI,2020-01-13,101,95,240,33,86,0.384,10,26,0.385,25,31,0.806,13,37,50,24,6,6,9,14,6.0,37,89,0.416,6,33,0.182,15,19,0.789,12,40,52,17,6,4,11,21,-6.0,False,False,2019-20
21900593,BOS,CHI,2020-01-13,113,101,239,39,83,0.47,9,23,0.391,26,29,0.897,10,33,43,28,7,6,12,19,12.0,37,81,0.457,6,25,0.24,21,26,0.808,7,31,38,16,5,5,14,22,-12.0,False,False,2019-20
21900594,MIN,OKC,2020-01-13,104,117,239,38,91,0.418,12,35,0.343,16,21,0.762,9,28,37,23,10,6,9,21,-13.0,41,82,0.5,12,30,0.4,23,26,0.885,7,44,51,25,4,6,15,16,13.0,False,False,2019-20
21900595,POR,CHA,2020-01-13,115,112,241,42,83,0.506,16,37,0.432,15,19,0.789,9,38,47,26,4,5,13,21,3.0,40,90,0.444,18,38,0.474,14,18,0.778,10,32,42,24,7,3,8,20,-3.0,False,False,2019-20
21900596,SAC,ORL,2020-01-13,112,114,241,45,87,0.517,12,31,0.387,10,11,0.909,4,40,44,25,6,4,12,21,-2.0,40,92,0.435,9,29,0.31,25,30,0.833,12,34,46,17,6,5,8,12,2.0,False,False,2019-20
21900597,LAL,CLE,2020-01-13,128,99,240,48,88,0.545,11,30,0.367,21,28,0.75,11,34,45,33,8,3,9,25,29.0,38,85,0.447,7,25,0.28,16,24,0.667,10,30,40,21,4,1,19,22,-29.0,False,False,2019-20
21900598,ATL,PHX,2020-01-14,123,110,242,46,93,0.495,14,31,0.452,17,20,0.85,12,34,46,25,3,10,15,25,13.0,40,87,0.46,4,20,0.2,26,32,0.813,10,30,40,20,9,6,11,19,-13.0,False,False,2019-20
21900599,BKN,UTA,2020-01-14,107,118,240,45,90,0.5,8,26,0.308,9,15,0.6,11,32,43,22,4,4,12,13,-11.0,46,92,0.5,13,36,0.361,13,15,0.867,7,34,41,19,8,3,8,15,11.0,False,False,2019-20
21900600,MEM,HOU,2020-01-14,121,110,239,46,91,0.505,13,37,0.351,16,19,0.842,7,35,42,29,6,9,7,19,11.0,37,86,0.43,14,45,0.311,22,24,0.917,9,32,41,18,4,2,15,23,-11.0,False,False,2019-20
21900601,MIL,NYK,2020-01-14,128,102,238,45,92,0.489,15,36,0.417,23,28,0.821,8,51,59,27,4,8,14,22,26.0,36,102,0.353,11,37,0.297,19,26,0.731,12,37,49,26,7,3,11,21,-26.0,False,False,2019-20
21900602,GSW,DAL,2020-01-14,97,124,238,39,87,0.448,9,32,0.281,10,13,0.769,7,29,36,27,4,1,14,16,-27.0,49,96,0.51,13,37,0.351,13,21,0.619,15,38,53,23,5,2,7,17,27.0,False,False,2019-20
21900603,LAC,CLE,2020-01-14,128,103,242,49,94,0.521,15,38,0.395,15,21,0.714,14,39,53,29,7,8,11,12,25.0,38,91,0.418,14,37,0.378,13,15,0.867,8,32,40,25,5,6,13,21,-25.0,False,False,2019-20
21900604,BOS,DET,2020-01-15,103,116,240,41,83,0.494,9,28,0.321,12,20,0.6,13,31,44,21,7,2,15,17,-13.0,47,78,0.603,12,32,0.375,10,19,0.526,3,31,34,30,8,4,11,19,13.0,False,False,2019-20
21900605,PHI,BKN,2020-01-15,117,106,240,45,88,0.511,11,30,0.367,16,25,0.64,13,36,49,25,7,11,12,23,11.0,38,87,0.437,12,25,0.48,18,30,0.6,11,33,44,20,9,1,13,22,-11.0,False,False,2019-20
21900606,MIA,SAS,2020-01-15,106,100,241,41,88,0.466,17,40,0.425,7,13,0.538,8,41,49,26,4,5,9,14,6.0,39,89,0.438,10,33,0.303,12,15,0.8,6,35,41,22,8,4,8,17,-6.0,False,False,2019-20
21900607,CHI,WAS,2020-01-15,115,106,239,43,85,0.506,14,38,0.368,15,22,0.682,8,33,41,26,11,5,15,19,9.0,37,79,0.468,11,27,0.407,21,26,0.808,7,31,38,25,8,6,16,17,-9.0,False,False,2019-20
21900608,MIN,IND,2020-01-15,99,104,240,38,88,0.432,11,28,0.393,12,16,0.75,10,35,45,26,6,7,15,14,-5.0,44,85,0.518,7,23,0.304,9,12,0.75,7,38,45,27,7,3,15,15,5.0,False,False,2019-20
21900609,OKC,TOR,2020-01-15,121,130,242,43,85,0.506,16,42,0.381,19,20,0.95,4,27,31,32,14,3,18,17,-9.0,52,85,0.612,15,27,0.556,11,15,0.733,5,31,36,33,13,1,18,23,9.0,False,False,2019-20
21900610,DEN,CHA,2020-01-15,100,86,241,38,79,0.481,9,28,0.321,15,25,0.6,3,37,40,28,8,7,11,18,14.0,33,81,0.407,12,35,0.343,8,14,0.571,9,33,42,28,4,6,14,24,-14.0,False,False,2019-20
21900611,HOU,POR,2020-01-15,107,117,240,38,96,0.396,16,49,0.327,15,23,0.652,12,38,50,24,4,4,12,22,-10.0,41,95,0.432,11,36,0.306,24,29,0.828,12,46,58,22,6,4,7,19,10.0,False,False,2019-20
21900612,SAC,DAL,2020-01-15,123,127,240,50,96,0.521,12,33,0.364,11,20,0.55,11,31,42,28,5,0,8,22,-4.0,47,92,0.511,13,40,0.325,20,24,0.833,13,34,47,24,4,2,11,18,4.0,False,True,2019-20
21900613,LAL,ORL,2020-01-15,118,119,241,48,97,0.495,15,38,0.395,7,11,0.636,13,35,48,34,7,6,16,20,-1.0,43,94,0.457,10,26,0.385,23,29,0.793,13,35,48,22,10,2,13,15,1.0,False,False,2019-20
21900614,NYK,PHX,2020-01-16,98,121,239,37,90,0.411,8,26,0.308,16,24,0.667,10,30,40,21,12,3,18,21,-23.0,47,92,0.511,12,30,0.4,15,18,0.833,14,39,53,31,11,4,19,22,23.0,False,False,2019-20
21900615,MIL,BOS,2020-01-16,128,123,240,43,87,0.494,16,31,0.516,26,37,0.703,7,43,50,21,6,6,10,22,5.0,43,98,0.439,15,49,0.306,22,27,0.815,10,33,43,16,4,7,7,25,-5.0,False,False,2019-20
21900616,NOP,UTA,2020-01-16,138,132,265,51,93,0.548,11,26,0.423,25,35,0.714,9,36,45,29,8,9,13,27,6.0,46,100,0.46,15,39,0.385,25,32,0.781,11,32,43,23,9,6,13,29,-6.0,False,False,2019-20
21900617,GSW,DEN,2020-01-16,131,134,264,42,95,0.442,20,45,0.444,27,31,0.871,10,32,42,36,12,6,18,20,-3.0,47,100,0.47,17,35,0.486,23,26,0.885,15,41,56,31,11,6,20,23,3.0,False,False,2019-20
21900618,LAC,ORL,2020-01-16,122,95,241,47,95,0.495,14,32,0.438,14,20,0.7,10,49,59,29,4,4,9,17,27.0,36,92,0.391,14,42,0.333,9,16,0.563,6,36,42,24,4,4,9,21,-27.0,False,False,2019-20
21900619,IND,MIN,2020-01-17,116,114,240,46,82,0.561,8,24,0.333,16,20,0.8,4,37,41,24,4,8,13,20,2.0,40,88,0.455,17,39,0.436,17,21,0.81,7,29,36,22,4,1,13,19,-2.0,False,False,2019-20
21900620,PHI,CHI,2020-01-17,100,89,239,40,82,0.488,9,29,0.31,11,11,1.0,9,35,44,30,9,7,11,12,11.0,35,81,0.432,8,35,0.229,11,15,0.733,6,31,37,21,8,3,16,14,-11.0,False,False,2019-20
21900621,TOR,WAS,2020-01-17,140,111,243,52,91,0.571,22,43,0.512,14,16,0.875,7,34,41,35,16,2,19,24,29.0,40,89,0.449,15,35,0.429,16,23,0.696,13,30,43,19,9,3,26,16,-29.0,False,False,2019-20
21900622,MEM,CLE,2020-01-17,113,109,238,45,89,0.506,9,28,0.321,14,20,0.7,7,37,44,32,11,8,12,19,4.0,41,92,0.446,9,36,0.25,18,26,0.692,16,34,50,18,6,2,15,19,-4.0,False,False,2019-20
21900623,OKC,MIA,2020-01-17,108,115,241,37,84,0.44,18,46,0.391,16,18,0.889,6,29,35,29,4,5,10,20,-7.0,41,84,0.488,14,36,0.389,19,24,0.792,6,39,45,26,4,3,11,23,7.0,False,False,2019-20
21900624,SAS,ATL,2020-01-17,120,121,241,45,98,0.459,8,29,0.276,22,23,0.957,14,34,48,28,12,6,15,27,-1.0,41,82,0.5,19,40,0.475,20,27,0.741,8,35,43,21,10,6,19,18,1.0,False,False,2019-20
21900625,DAL,POR,2020-01-17,120,112,240,39,89,0.438,20,47,0.426,22,28,0.786,13,30,43,19,6,4,13,17,8.0,44,85,0.518,9,30,0.3,15,22,0.682,8,32,40,25,6,5,12,22,-8.0,False,False,2019-20
21900626,NOP,LAC,2020-01-18,130,133,241,46,86,0.535,15,41,0.366,23,36,0.639,12,36,48,32,7,4,21,26,-3.0,46,93,0.495,10,31,0.323,31,39,0.795,10,26,36,22,12,2,12,29,3.0,False,False,2019-20
21900627,BKN,MIL,2020-01-18,97,117,240,33,99,0.333,15,49,0.306,16,17,0.941,12,35,47,23,11,7,17,19,-20.0,45,89,0.506,17,37,0.459,10,16,0.625,5,49,54,30,8,6,20,16,20.0,False,False,2019-20
21900628,BOS,PHX,2020-01-18,119,123,239,42,96,0.438,15,42,0.357,20,22,0.909,4,35,39,26,11,6,11,24,-4.0,42,89,0.472,13,31,0.419,26,30,0.867,10,42,52,27,6,6,15,16,4.0,False,False,2019-20
21900629,ATL,DET,2020-01-18,103,136,240,40,93,0.43,10,34,0.294,13,15,0.867,10,22,32,18,9,6,19,20,-33.0,51,86,0.593,15,32,0.469,19,25,0.76,11,30,41,31,12,8,17,18,33.0,False,False,2019-20
21900630,NYK,PHI,2020-01-18,87,90,240,35,88,0.398,6,25,0.24,11,18,0.611,12,36,48,20,4,5,14,18,-3.0,34,78,0.436,10,32,0.313,12,19,0.632,5,36,41,26,8,6,13,19,3.0,False,False,2019-20
21900631,CHI,CLE,2020-01-18,118,116,240,48,87,0.552,9,25,0.36,13,17,0.765,4,22,26,25,18,4,12,24,2.0,40,73,0.548,15,29,0.517,21,23,0.913,7,29,36,27,5,5,27,18,-2.0,False,False,2019-20
21900632,MIN,TOR,2020-01-18,112,122,240,38,94,0.404,14,50,0.28,22,27,0.815,12,37,49,34,8,5,17,18,-10.0,47,91,0.516,13,35,0.371,15,17,0.882,7,35,42,25,13,9,14,23,10.0,False,False,2019-20
21900633,HOU,LAL,2020-01-18,115,124,241,40,90,0.444,12,37,0.324,23,29,0.793,11,35,46,20,8,4,20,26,-9.0,45,93,0.484,11,33,0.333,23,32,0.719,15,34,49,25,13,9,17,27,9.0,False,False,2019-20
21900634,GSW,ORL,2020-01-18,109,95,239,43,94,0.457,12,40,0.3,11,11,1.0,7,37,44,25,9,2,10,13,14.0,39,86,0.453,9,31,0.29,8,13,0.615,9,37,46,21,7,5,15,12,-14.0,False,False,2019-20
21900635,OKC,POR,2020-01-18,119,106,241,43,83,0.518,7,22,0.318,26,36,0.722,12,36,48,25,5,4,12,20,13.0,39,91,0.429,12,32,0.375,16,21,0.762,12,28,40,11,7,7,12,28,-13.0,False,False,2019-20
21900636,UTA,SAC,2020-01-18,123,101,241,43,85,0.506,14,42,0.333,23,24,0.958,10,37,47,24,7,4,8,14,22.0,42,86,0.488,10,26,0.385,7,12,0.583,7,30,37,20,3,3,10,23,-22.0,False,False,2019-20
21900637,SAS,MIA,2020-01-19,107,102,240,36,85,0.424,12,33,0.364,23,24,0.958,9,34,43,27,5,4,11,18,5.0,37,86,0.43,10,34,0.294,18,20,0.9,10,37,47,23,8,3,9,19,-5.0,False,False,2019-20
21900638,DEN,IND,2020-01-19,107,115,240,41,88,0.466,3,23,0.13,22,32,0.688,12,32,44,22,10,4,9,19,-8.0,43,86,0.5,13,29,0.448,16,19,0.842,11,27,38,31,1,4,14,25,8.0,False,False,2019-20
21900639,WAS,DET,2020-01-20,106,100,238,42,82,0.512,9,24,0.375,13,16,0.813,6,38,44,22,9,6,19,23,6.0,38,89,0.427,10,32,0.313,14,20,0.7,11,30,41,19,10,5,17,18,-6.0,False,False,2019-20
21900640,ATL,TOR,2020-01-20,117,122,239,41,83,0.494,12,33,0.364,23,33,0.697,9,41,50,26,9,8,23,34,-5.0,38,92,0.413,13,42,0.31,33,43,0.767,12,33,45,25,13,3,14,25,5.0,False,False,2019-20
21900641,BKN,PHI,2020-01-20,111,117,241,39,81,0.481,11,29,0.379,22,34,0.647,13,34,47,22,7,2,22,23,-6.0,42,94,0.447,13,39,0.333,20,27,0.741,12,31,43,30,12,6,12,24,6.0,False,False,2019-20
21900642,CHA,ORL,2020-01-20,83,106,240,29,76,0.382,10,33,0.303,15,20,0.75,9,30,39,21,4,5,18,18,-23.0,44,92,0.478,14,28,0.5,4,9,0.444,15,32,47,25,9,4,9,15,23.0,False,False,2019-20
21900643,CLE,NYK,2020-01-20,86,106,240,32,94,0.34,11,33,0.333,11,17,0.647,16,37,53,15,5,4,10,14,-20.0,41,85,0.482,9,23,0.391,15,17,0.882,7,42,49,17,6,9,10,17,20.0,False,False,2019-20
21900644,MIA,SAC,2020-01-20,118,113,265,42,83,0.506,16,42,0.381,18,22,0.818,5,37,42,26,9,3,21,20,5.0,44,106,0.415,13,51,0.255,12,15,0.8,16,33,49,27,11,3,15,21,-5.0,False,True,2019-20
21900645,HOU,OKC,2020-01-20,107,112,240,43,97,0.443,9,45,0.2,12,17,0.706,9,34,43,21,6,7,11,23,-5.0,40,92,0.435,12,32,0.375,20,26,0.769,7,40,47,14,8,6,12,18,5.0,False,False,2019-20
21900646,MEM,NOP,2020-01-20,116,126,240,46,103,0.447,9,33,0.273,15,21,0.714,15,36,51,26,8,3,14,19,-10.0,42,88,0.477,21,48,0.438,21,24,0.875,5,38,43,24,7,7,16,18,10.0,False,False,2019-20
